item_id,order_id,product_id,product_name,category,quantity,unit_price_USD,discount_pct,line_total_USD
ITEM-006553,ORD-03608,PROD-0136,Cycling Helmet Pro,Sports,1,1098.6,0.03,1065.64
ITEM-006554,ORD-03608,PROD-0040,Storage Ottoman,HOME & GARDEN,14,2043.74,0.01,28326.24
ITEM-006555,ORD-03608,PROD-0054,Electric Toothbrush,Beauty,12,1315.46,0.38,9787.02
ITEM-006556,ORD-01361,PROD-0051,Moisturiser SPF50,Beauty,9,1404.4,0.38,7836.55
ITEM-006557,ORD-01361,PROD-0038,Wall Art,Home & Garden,9,1162.29,0.18,8577.7
ITEM-006558,ORD-04574,PROD-0183,Mechanical Keyboard Pro,Electronics,18,1366.91,0.38,15254.72
ITEM-006559,ORD-04574,PROD-0012,CRM Platform,Software,1,558.51,0.31,$385.37
ITEM-006560,ORD-04574,PROD-0052,Vitamin C Serum,Beauty,1,726.02,0.23,559.04
ITEM-006561,ORD-01453,PROD-0055,Perfume 50ml,Beauty,15,1469.34,0.17,18293.28
ITEM-006562,ORD-01453,PROD-0013,Analytics Tool,Software,13,2148.49,0.39,17037.53
ITEM-006563,ORD-02061,PROD-0120,Foam Roller Pro,Sports,7,3490.02,0.37,15390.99
ITEM-006564,ORD-02061,PROD-0065,Financial Freedom,Books,9,1469.98,0.31,9128.58
ITEM-006565,ORD-02061,PROD-0099,Premium Coffee Beans Pro,Food & Beverage,3,424.25,0.38,789.11
ITEM-006566,ORD-02061,PROD-0137,Air Purifier Pro,Home & Garden,9,"$2,331.88",0.23,16159.93
ITEM-006567,ORD-03492,PROD-0103,Analytics Tool Pro,Software,9,2266.75,0.15,17340.64
ITEM-006568,ORD-03492,PROD-0126,Wireless Headphones Pro,Electronics,18,425.58,0.39,4672.87
ITEM-006569,ORD-03492,PROD-0005,Webcam HD,Electronics ,2,695.37,0.08,1279.48
ITEM-006570,ORD-04314,PROD-0117,Running Shoes Pro,Apparel,9,493.75,0.17,3688.31
ITEM-006571,ORD-04314,PROD-0017,Design Software,Software,17,819.73,0.11,12402.51
ITEM-006572,ORD-04314,PROD-0121,Analytics Tool Pro,Software,16,2845.63,0.14,39155.87
ITEM-006573,ORD-04314,PROD-0082,Dark Chocolate Box Pro,Food & Beverage,13,472.75,0.16,"$5,162.43"
ITEM-006574,ORD-03062,PROD-0032,Air Purifier,Home and Garden,20,"$2,282.93",0.26,33787.36
ITEM-006575,ORD-03062,PROD-0199,Makeup Brush Set Pro,Beauty,11,3414.28,0.11,33425.8
ITEM-006576,ORD-04726,PROD-0062,Python for Beginners,Books,14,997.77,0.28,10057.52
ITEM-006577,ORD-04726,PROD-0128,Leadership Principles Pro,Books,20,$934.40,0.36,11960.32
ITEM-006578,ORD-04726,PROD-0090,Winter Coat Pro,Apparel,15,1531.24,0.28,16537.39
ITEM-006579,ORD-04726,PROD-0025,Sports Leggings,Apparel,6,1270.62,0.32,5184.13
ITEM-006580,ORD-02793,PROD-0137,Air Purifier Pro,Home & Garden,3,"$2,331.88",0.34,4617.12
ITEM-006581,ORD-02793,PROD-0196,Jump Rope Pro,Sports,11,148.45,0.14,1404.34
ITEM-006582,ORD-00853,PROD-0032,Air Purifier,Home & Garden,11,2282.93,0,25112.23
ITEM-006583,ORD-04119,PROD-0051,Moisturiser SPF50,Beauty,17,1404.4,0.03,23158.56
ITEM-006584,ORD-04119,PROD-0148,Wall Art Pro,Home & Garden,9,1318.36,0.29,8424.32
ITEM-006585,ORD-01082,PROD-0132,Business Jacket Pro,apparel,6,1511.13,0.31,6256.08
ITEM-006586,ORD-00843,PROD-0111,Product Management v2,Books,19,$327.73,1.47,4109.73
ITEM-006587,ORD-03598,PROD-0088,Leadership Principles Pro,Books,11,$805.36,0.32,6024.09
ITEM-006588,ORD-03598,PROD-0080,Herbal Tea Set,Food & Beverage,15,1313.91,0.37,12416.45
ITEM-006589,ORD-03598,PROD-0136,Cycling Helmet Pro,Sports,9,1098.6,0.39,"$6,031.31"
ITEM-006590,ORD-00195,PROD-0061,Data Analytics Guide,Books,2,706.17,0.16,1186.37
ITEM-006591,ORD-02835,PROD-0057,Face Mask Kit,Beauty,18,1233.52,0.36,14210.15
ITEM-006592,ORD-02835,PROD-0118,Foam Roller Pro,Sports ,16,4306.63,0.19,55813.92
ITEM-006593,ORD-02835,PROD-0123,Laptop Stand Pro,Electronics,9,55.29,0.06,467.75
ITEM-006594,ORD-02835,PROD-0138,Perfume 50ml Pro,Beauty,20,1325.71,0.17,22006.79
ITEM-006595,ORD-01094,PROD-0045,Foam Roller,Sports,1,3167.91,0.16,2661.04
ITEM-006596,ORD-04193,PROD-0113,Protein Powder v2,Sports,13,447.28,0.13,"$5,058.74"
ITEM-006597,ORD-04193,PROD-0190,Foam Roller Pro,Sports,15,2998.27,0.32,30582.35
ITEM-006598,ORD-04193,PROD-0179,Growth Hacking Pro,Books,16,1274.57,0.02,19985.26
ITEM-006599,ORD-01913,PROD-0102,Smart Thermostat Pro,Home & Garden,1,842.5,0.23,648.73
ITEM-006600,ORD-01913,PROD-0130,Storage Ottoman Pro,Home & Garden,2,1867.26,0.38,2315.4
ITEM-006601,ORD-01913,PROD-0149,Lip Balm Set Pro,Beauty,2,231.82,0.12,408
ITEM-006602,ORD-02879,PROD-0130,Storage Ottoman Pro,Home & Garden,7,1867.26,0.31,"$9,018.87"
ITEM-006603,ORD-02879,PROD-0123,Laptop Stand Pro,Electronics,15,55.29,0.16,696.65
ITEM-006604,ORD-02879,PROD-0147,Monitor 27in Pro,Electronics,18,114.25,0.35,1336.73
ITEM-006605,ORD-02879,PROD-0175,Moisturiser SPF50 Pro,beauty,10,1344.19,0.13,11694.45
ITEM-006606,ORD-03716,PROD-0086,Running Shoes Pro,Apparel,7,$392.61,0.03,2665.82
ITEM-006607,ORD-03716,PROD-0042,Resistance Bands,Sports,9,"$1,478.09",0.11,11839.5
ITEM-006608,ORD-03716,PROD-0079,Energy Drink Pack,Food & Beverage,9,1871.84,0.3,11792.59
ITEM-006609,ORD-03716,PROD-0060,Makeup Brush Set,Beauty,8,2450.9,0,19607.2
ITEM-006610,ORD-01523,PROD-0023,Business Jacket,Apparel,18,1140.19,0.28,14776.86
ITEM-006611,ORD-01523,PROD-0036,Cookware Set,Home & Garden,16,265.41,0.39,2590.4
ITEM-006612,ORD-01523,PROD-0174,Gym Bag Pro,Sports,6,335.66,0.01,1993.82
ITEM-006613,ORD-01523,PROD-0028,Backpack,Apparel,8,$621.89,0.3,3482.58
ITEM-006614,ORD-04038,PROD-0125,Python for Beginners Pro,Books,10,935.12,0.04,"$8,977.15"
ITEM-006615,ORD-04038,PROD-0101,Yoga Mat Pro,Sports,9,1956.47,0.34,11621.43
ITEM-006616,ORD-04038,PROD-0044,Jump Rope,Sports,2,129.09,0.12,227.2
ITEM-006617,ORD-04038,PROD-0100,Dark Chocolate Box Pro,Food & Beverage,15,594.75,0.38,5531.18
ITEM-006618,ORD-04063,PROD-0102,Smart Thermostat Pro,home & garden,1,842.5,0.33,564.47
ITEM-006619,ORD-00380,PROD-0100,Dark Chocolate Box Pro,Food & Beverage,18,594.75,0.04,10277.28
ITEM-006620,ORD-00380,PROD-0183,Mechanical Keyboard Pro,ELECTRONICS,19,1366.91,0.09,23633.87
ITEM-006621,ORD-00380,PROD-0180,Sunglasses Pro,Apparel,17,683.34,0.2,9293.42
ITEM-006622,ORD-03636,PROD-0042,Resistance Bands,sports,20,1478.09,0.16,24831.91
ITEM-006623,ORD-03636,PROD-0092,Vitamin C Serum Pro,Beauty,10,630.2,0.18,5167.64
ITEM-006624,ORD-03636,PROD-0067,Design Thinking,Books,13,866.02,0.28,8105.95
ITEM-006625,ORD-00230,PROD-0126,Wireless Headphones Pro,Electronics,19,425.58,0.37,5094.19
ITEM-006626,ORD-04843,PROD-0034,Smart Thermostat,Home & Garden,1,669.46,0.15,569.04
ITEM-006627,ORD-04843,PROD-0169,Portable Charger Pro,Electronics,18,410.99,0.01,7323.84
ITEM-006628,ORD-04843,PROD-0019,Security Suite,Software,17,1657.49,0.2,22541.86
ITEM-006629,ORD-04843,PROD-0129,Baseball Cap Pro,Apparel,2,1239.92,0.38,1537.5
ITEM-006630,ORD-01438,PROD-0097,Hot Sauce Bundle Pro,Food & Beverage,4,1311.29,0.33,3514.26
ITEM-006631,ORD-01438,PROD-0054,Electric Toothbrush,Beauty,9,1315.46,0.39,7221.88
ITEM-006632,ORD-01438,PROD-0145,Premium Coffee Beans Pro,Food & Beverage,1,464.46,0.01,459.82
ITEM-006633,ORD-01438,PROD-0106,Cycling Helmet Pro,Sports,16,1257.89,0.26,14893.42
ITEM-006634,ORD-01072,PROD-0162,Mechanical Keyboard Pro,Electroncs,14,1226.74,0.26,12709.03
ITEM-006635,ORD-01072,PROD-0026,Polo Shirt,Apparel,2,$247.26,0.38,306.6
ITEM-006636,ORD-03757,PROD-0089,Design Software Pro,Software,13,820.64,0.1,9601.49
ITEM-006637,ORD-02755,PROD-0030,Sunglasses,Apparel,1,685.18,0.05,650.92
ITEM-006638,ORD-01240,PROD-0105,Sunglasses Pro,Apparel,13,814.1,0.14,9101.64
ITEM-006639,ORD-01240,PROD-0027,Dress Shoes,Apparel,17,632.94,0.13,9361.18
ITEM-006640,ORD-01240,PROD-0042,Resistance Bands,Sports,14,1478.09,0.31,"$14,278.35"
ITEM-006641,ORD-03353,PROD-0177,Jump Rope Pro,SPORTS,1,135.15,0.17,112.17
ITEM-006642,ORD-01153,PROD-0008,Monitor 27in,Electronics,13,142.16,1.48,1848.08
ITEM-006643,ORD-01153,PROD-0078,Dark Chocolate Box,Food & Beverage,18,538.02,0.09,8812.77
ITEM-006644,ORD-01153,PROD-0166,Product Management v2,Books,1,$557.83,0.07,518.78
ITEM-006645,ORD-01153,PROD-0072,Protein Bars 12pk,Food & Beverage,11,1658.51,0.01,"$18,061.17"
ITEM-006646,ORD-02621,PROD-0144,Protein Bars 12pk v2,Food & Beverage,2,1597.6,0.39,1949.07
ITEM-006647,ORD-04799,PROD-0106,Cycling Helmet Pro,Sports,6,1257.89,0.19,6113.35
ITEM-006648,ORD-04799,PROD-0158,Wall Art Pro,Home & Garden,17,1235.81,0.09,19117.98
ITEM-006649,ORD-04799,PROD-0093,Financial Freedom Pro,Books,1,1358.05,0.05,1290.15
ITEM-006650,ORD-04799,PROD-0141,Design Thinking Pro,Books,6,"$1,078.56",0.33,4335.81
ITEM-006651,ORD-04519,PROD-0042,Resistance Bands,Sports,1,1478.09,0.38,916.42
ITEM-006652,ORD-04519,PROD-0196,Jump Rope Pro,Sports,19,148.45,0.07,2623.11
ITEM-006653,ORD-04519,PROD-0187,SQL Deep Dive Pro,Books,2,3875.59,0.05,7363.62
ITEM-006654,ORD-02759,PROD-0021,Running Shoes,Apparel,20,467.63,0.36,5985.66
ITEM-006655,ORD-02759,PROD-0027,Dress Shoes,Apparel,3,632.94,0.02,1860.84
ITEM-006656,ORD-02759,PROD-0020,Video Conferencing,Software,1,1857.53,0.17,1541.75
ITEM-006657,ORD-02759,PROD-0092,Vitamin C Serum Pro,Beauty,17,630.2,0.24,8142.18
ITEM-006658,ORD-01331,PROD-0160,AI Fundamentals Pro,Books,1,225,0.23,173.25
ITEM-006659,ORD-01331,PROD-0108,Analytics Tool Pro,Software,12,1922.02,0.11,20527.17
ITEM-006660,ORD-03872,PROD-0046,Water Bottle,Sports,5,1267.26,0.03,6146.21
ITEM-006661,ORD-03856,PROD-0044,Jump Rope,Sports,2,129.09,0.11,229.78
ITEM-006662,ORD-03856,PROD-0176,Video Conferencing Pro,Softwre,11,2262.72,0.09,22649.83
ITEM-006663,ORD-00650,PROD-0075,Hot Sauce Bundle,Food & Beverage,20,"$1,052.52",0.02,20629.39
ITEM-006664,ORD-00222,PROD-0104,Hot Sauce Bundle Pro,Food & Beverage,4,1314.76,0.09,"$4,785.73"
ITEM-006665,ORD-00389,PROD-0095,Bed Sheets Pro,Home & Garden,14,1260.77,0.17,14650.15
ITEM-006666,ORD-03349,PROD-0040,Storage Ottoman,Home & Garden,3,2043.74,0.06,5763.35
ITEM-006667,ORD-03349,PROD-0048,Fitness Tracker,Sports,20,1613.68,0.14,27755.3
ITEM-006668,ORD-03349,PROD-0195,Robot Vacuum Pro,Home & Garden,14,1006.15,0.26,10423.71
ITEM-006669,ORD-04406,PROD-0077,Nuts & Seeds Mix,Food & Beverage,11,1002.34,0.22,8600.08
ITEM-006670,ORD-02594,PROD-0116,Email Marketing Tool Pro,Software,12,938.94,0.19,9126.5
ITEM-006671,ORD-02594,PROD-0003,Bluetooth Speaker,Electronics,8,117.98,0.21,745.63
ITEM-006672,ORD-04550,PROD-0124,Growth Hacking Pro,Books,2,855.22,0.08,1573.6
ITEM-006673,ORD-01050,PROD-0179,Growth Hacking Pro,Books,4,1274.57,0.39,"$3,109.95"
ITEM-006674,ORD-01050,PROD-0033,Robot Vacuum,Home & Garden,19,1014.56,0.13,16770.68
ITEM-006675,ORD-01376,PROD-0165,Energy Drink Pack Pro,Food & Beverage,19,1670.16,0.08,"$29,194.40"
ITEM-006676,ORD-02816,PROD-0094,Growth Hacking Pro,Books,14,1026.12,0.19,11636.2
ITEM-006677,ORD-02816,PROD-0127,Desk Lamp Pro,Home&Garden,1,50.58,0.13,44
ITEM-006678,ORD-02816,PROD-0156,Protein Powder v2,Sports,3,335.04,0.21,794.04
ITEM-006679,ORD-01034,PROD-0157,Analytics Tool Pro,Software,1,1897.69,0.24,1442.24
ITEM-006680,ORD-01034,PROD-0030,Sunglasses,Apparel,9,685.18,0.11,5488.29
ITEM-006681,ORD-01034,PROD-0143,Smoothie Mix Pro,Food & Beverage,14,841.22,0.27,8597.27
ITEM-006682,ORD-01034,PROD-0006,Mechanical Keyboard,Electronics,5,1517.09,0.3,"$5,309.81"
ITEM-006683,ORD-04956,PROD-0057,Face Mask Kit,Beauty,11,1233.52,0.25,10176.54
ITEM-006684,ORD-01416,PROD-0077,Nuts & Seeds Mix,Food & Beverage,2,1002.34,0.29,1423.32
ITEM-006685,ORD-01416,PROD-0189,Coffee Maker Pro,Home & Garden,-6,2619.56,0.12,2305.21
ITEM-006686,ORD-01416,PROD-0131,Design Thinking Pro,Books,2,880.31,0.35,1144.4
ITEM-006687,ORD-04179,PROD-0011,Project Management Suite,Software,15,947.94,0.06,13365.95
ITEM-006688,ORD-03421,PROD-0088,Leadership Principles Pro,Books,8,805.36,0.28,4638.87
ITEM-006689,ORD-03421,PROD-0096,Robot Vacuum Pro,Home & Garden,13,1308.53,0.04,16330.45
ITEM-006690,ORD-03421,PROD-0089,Design Software Pro,Software,9,820.64,0.26,5465.46
ITEM-006691,ORD-03421,PROD-0179,Growth Hacking Pro,Books,5,1274.57,0.38,3951.17
ITEM-006692,ORD-02463,PROD-0133,Financial Freedom Pro,Books,9,1802.74,0.19,13141.97
ITEM-006693,ORD-00709,PROD-0145,Premium Coffee Beans Pro,Food & Beverage,1,464.46,0.25,348.34
ITEM-006694,ORD-00709,PROD-0175,Moisturiser SPF50 Pro,Beauty,2,"$1,344.19",0.27,1962.52
ITEM-006695,ORD-00709,PROD-0184,Smart Watch Pro,Electronics,16,984.86,0.06,14812.29
ITEM-006696,ORD-00709,PROD-0060,Makeup Brush Set,Beauty,20,2450.9,0.15,"$41,665.30"
ITEM-006697,ORD-00019,PROD-0003,Bluetooth Speaker,electronics,19,117.98,0.26,1658.8
ITEM-006698,ORD-00019,PROD-0012,CRM Platform,Software ,4,558.51,0.35,1452.13
ITEM-006699,ORD-00019,PROD-0096,Robot Vacuum Pro,Home&Garden,6,1308.53,0.27,5731.36
ITEM-006700,ORD-01933,PROD-0103,Analytics Tool Pro,Software,14,2266.75,0.31,21896.8
ITEM-006701,ORD-01933,PROD-0158,Wall Art Pro,Home & Garden,15,1235.81,0.19,"$15,015.09"
ITEM-006702,ORD-01933,PROD-0097,Hot Sauce Bundle Pro,Food & Beverage,4,1311.29,0.4,3147.1
ITEM-006703,ORD-01933,PROD-0165,Energy Drink Pack Pro,Food and Beverage,13,1670.16,0.29,15415.58
ITEM-006704,ORD-04022,PROD-0048,Fitness Tracker,Sports,11,1613.68,0.27,12957.85
ITEM-006705,ORD-04022,PROD-0008,Monitor 27in,electronics,11,142.16,0.39,953.89
ITEM-006706,ORD-04022,PROD-0001,Wireless Headphones,Electronics,9,438.78,0.36,"$2,527.37"
ITEM-006707,ORD-01487,PROD-0019,Security Suite,Software,1,1657.49,0.4,$994.49
ITEM-006708,ORD-01487,PROD-0158,Wall Art Pro,Home & Garden,7,"$1,235.81",0.29,6141.98
ITEM-006709,ORD-01487,PROD-0141,Design Thinking Pro,Books,12,1078.56,0.02,12683.87
ITEM-006710,ORD-01487,PROD-0071,Premium Coffee Beans,Food & Beverage,14,332.96,0.15,"$3,962.22"
ITEM-006711,ORD-03234,PROD-0167,Makeup Brush Set Pro,Beauty,17,2625.63,0.22,34815.85
ITEM-006712,ORD-03234,PROD-0026,Polo Shirt,Apparel,11,247.26,0.16,2284.68
ITEM-006713,ORD-03234,PROD-0152,Marketing Mastery Pro,Books,14,2538.42,0.19,28785.68
ITEM-006714,ORD-03932,PROD-0033,Robot Vacuum,Home & Garden,9,"$1,014.56",0.1,8217.94
ITEM-006715,ORD-03932,PROD-0006,Mechanical Keyboard,Electronics,11,1517.09,0,16687.99
ITEM-006716,ORD-03932,PROD-0005,Webcam HD,Electronics,6,695.37,0.18,3421.22
ITEM-006717,ORD-03932,PROD-0151,Bluetooth Speaker Pro,Electronics,9,118.53,0.18,874.75
ITEM-006718,ORD-03159,PROD-0133,Financial Freedom Pro,Books,17,"$1,802.74",0.4,18387.95
ITEM-006719,ORD-03159,PROD-0009,Laptop Stand,Electronics,19,43.95,0.18,684.74
ITEM-006720,ORD-03159,PROD-0039,Desk Lamp,Home & Garden,9,37.13,0.28,240.6
ITEM-006721,ORD-03159,PROD-0122,Video Conferencing Pro,Software,3,"$2,447.65",0.1,6608.66
ITEM-006722,ORD-00302,PROD-0089,Design Software Pro,Software,3,820.64,0.07,2289.59
ITEM-006723,ORD-00302,PROD-0184,Smart Watch Pro,Electronics,4,984.86,0.19,"$3,190.95"
ITEM-006724,ORD-00302,PROD-0115,Smart Thermostat Pro,Home & Garden,3,618.21,0.01,1836.08
ITEM-006725,ORD-00302,PROD-0131,Design Thinking Pro,Books,19,880.31,0.04,16056.85
ITEM-006726,ORD-01986,PROD-0111,Product Management v2,Books,3,327.73,0.12,865.21
ITEM-006727,ORD-01986,PROD-0109,Financial Freedom Pro,Books,13,1601.89,0.05,19783.34
ITEM-006728,ORD-01986,PROD-0128,Leadership Principles Pro,Books,4,934.4,0.28,"$2,691.07"
ITEM-006729,ORD-04082,PROD-0097,Hot Sauce Bundle Pro,Food and Beverage,14,1311.29,0.22,14319.29
ITEM-006730,ORD-04082,PROD-0069,Growth Hacking,BOOKS,5,910.45,0.28,"$3,277.62"
ITEM-006731,ORD-04082,PROD-0050,Cycling Helmet,sports,16,1184.49,0.16,15919.55
ITEM-006732,ORD-02876,PROD-0104,Hot Sauce Bundle Pro,Food & Beverage,5,1314.76,0.22,5127.56
ITEM-006733,ORD-02876,PROD-0068,Product Management,Books,6,406.78,0.07,"$2,269.83"
ITEM-006734,ORD-02876,PROD-0174,Gym Bag Pro,Sports,4,335.66,0.4,805.58
ITEM-006735,ORD-00604,PROD-0025,Sports Leggings,Apparel,20,1270.62,0,25412.4
ITEM-006736,ORD-04654,PROD-0127,Desk Lamp Pro,Home & Garden,5,50.58,0.24,192.2
ITEM-006737,ORD-04654,PROD-0056,Lip Balm Set,Beauty,20,238.66,0.38,2959.38
ITEM-006738,ORD-00221,PROD-0180,Sunglasses Pro,Apparel,5,683.34,0.21,2699.19
ITEM-006739,ORD-00221,PROD-0198,Vitamin C Serum Pro,Beauty,3,$826.67,0.02,2430.41
ITEM-006740,ORD-00221,PROD-0095,Bed Sheets Pro,Home & Garden,13,1260.77,0.3,11473.01
ITEM-006741,ORD-00221,PROD-0190,Foam Roller Pro,Sports,13,2998.27,0.21,30792.23
ITEM-006742,ORD-03603,PROD-0139,Moisturiser SPF50 Pro,Beauty,1,1862.5,0.06,1750.75
ITEM-006743,ORD-03603,PROD-0086,Running Shoes Pro,Apparel,12,392.61,0.4,2826.79
ITEM-006744,ORD-03025,PROD-0070,AI Fundamentals,Books,11,198.3,0.35,1417.85
ITEM-006745,ORD-03025,PROD-0069,Growth Hacking,Books ,18,910.45,0.31,11307.79
ITEM-006746,ORD-01176,PROD-0001,Wireless Headphones,electronics,1,$438.78,0.09,399.29
ITEM-006747,ORD-01176,PROD-0092,Vitamin C Serum Pro,Beauty,16,630.2,0.01,9982.37
ITEM-006748,ORD-01176,PROD-0187,SQL Deep Dive Pro,Books,15,"$3,875.59",0.22,45344.4
ITEM-006749,ORD-01223,PROD-0086,Running Shoes Pro,Apparel,9,392.61,0.03,3427.49
ITEM-006750,ORD-02518,PROD-0076,Smoothie Mix,Food & Beverage,4,643.37,0.17,2135.99
ITEM-006751,ORD-02518,PROD-0001,Wireless Headphones,Electronics,2,438.78,0.31,605.52
ITEM-006752,ORD-02518,PROD-0072,Protein Bars 12pk,Food & Beverage,14,1658.51,0.02,22754.76
ITEM-006753,ORD-04456,PROD-0119,Baseball Cap Pro,Apparel,13,"$1,471.39",0.09,"$17,406.54"
ITEM-006754,ORD-04456,PROD-0038,Wall Art,Home & Garden,13,1162.29,0.08,13900.99
ITEM-006755,ORD-04456,PROD-0050,Cycling Helmet,Sports,17,1184.49,0.08,18525.42
ITEM-006756,ORD-02514,PROD-0171,HR Management System Pro,Software,13,1930.86,0.34,"$16,566.78"
ITEM-006757,ORD-02514,PROD-0089,Design Software Pro,Software ,8,820.64,0.06,6171.21
ITEM-006758,ORD-02514,PROD-0140,Bed Sheets Pro,Home & Garden,12,1071.89,0.32,8746.62
ITEM-006759,ORD-02190,PROD-0093,Financial Freedom Pro,Books,9,1358.05,0.31,8433.49
ITEM-006760,ORD-01265,PROD-0195,Robot Vacuum Pro,Home & Garden,3,1006.15,0.24,2294.02
ITEM-006761,ORD-01265,PROD-0012,CRM Platform,Software,-6,558.51,0.05,9550.52
ITEM-006762,ORD-01047,PROD-0183,Mechanical Keyboard Pro,Electronics,13,1366.91,0.38,11017.29
ITEM-006763,ORD-01047,PROD-0148,Wall Art Pro,Home & Garden,7,1318.36,0.16,7751.96
ITEM-006764,ORD-01047,PROD-0157,Analytics Tool Pro,Software,3,1897.69,0.34,3757.43
ITEM-006765,ORD-00718,PROD-0064,Leadership Principles,Books,10,806,0.2,"$6,448.00"
ITEM-006766,ORD-00718,PROD-0073,Green Tea Collection,Food & Beverage,12,482.3,0.29,4109.2
ITEM-006767,ORD-00718,PROD-0036,Cookware Set,Home & Garden,9,265.41,0.04,2293.14
ITEM-006768,ORD-00718,PROD-0192,Nail Polish Set Pro,Beauty,2,469.83,0.1,845.69
ITEM-006769,ORD-02939,PROD-0021,Running Shoes,Apparel,10,467.63,0.08,4302.2
ITEM-006770,ORD-03032,PROD-0047,Gym Bag,Sports,1,$247.22,0.31,170.58
ITEM-006771,ORD-01701,PROD-0022,Casual T-Shirt,Apparel,20,263.25,0.23,4054.05
ITEM-006772,ORD-01701,PROD-0087,Hair Dryer Pro,Beauty,12,957.33,0.36,7352.29
ITEM-006773,ORD-02966,PROD-0106,Cycling Helmet Pro,Sports,6,1257.89,1.28,7471.87
ITEM-006774,ORD-02966,PROD-0035,Garden Hose,Home and Garden,3,249.63,0.15,$636.56
ITEM-006775,ORD-02966,PROD-0095,Bed Sheets Pro,Home & Garden,11,1260.77,1.37,12481.62
ITEM-006776,ORD-02966,PROD-0041,Yoga Mat,Sports,14,1505.03,0.08,19384.79
ITEM-006777,ORD-01438,PROD-0162,Mechanical Keyboard Pro,Electronics,15,1226.74,0.16,15456.92
ITEM-006778,ORD-01438,PROD-0131,Design Thinking Pro,Books,18,880.31,0.03,15370.21
ITEM-006779,ORD-01438,PROD-0068,Product Management,Books,5,406.78,0.24,1545.76
ITEM-006780,ORD-04033,PROD-0126,Wireless Headphones Pro,Electronics,1,425.58,0.31,$293.65
ITEM-006781,ORD-02289,PROD-0051,Moisturiser SPF50,Beauty,15,1404.4,0,21066
ITEM-006782,ORD-03203,PROD-0055,Perfume 50ml,Beauty,6,1469.34,0.36,5642.27
ITEM-006783,ORD-03203,PROD-0123,Laptop Stand Pro,Electronics,11,55.29,0.07,565.62
ITEM-006784,ORD-03203,PROD-0039,Desk Lamp,Home & Garden,7,37.13,0.17,215.73
ITEM-006785,ORD-04313,PROD-0068,Product Management,Books,19,406.78,0.1,6955.94
ITEM-006786,ORD-04313,PROD-0131,Design Thinking Pro,books,13,880.31,0.27,"$8,354.14"
ITEM-006787,ORD-04313,PROD-0189,Coffee Maker Pro,Home & Garden,11,2619.56,0.18,23628.43
ITEM-006788,ORD-01424,PROD-0113,Protein Powder v2,Sports,10,447.28,0.05,4249.16
ITEM-006789,ORD-01424,PROD-0131,Design Thinking Pro,Books ,14,880.31,0.28,8873.52
ITEM-006790,ORD-01424,PROD-0187,SQL Deep Dive Pro,Books,2,3875.59,0.1,6976.06
ITEM-006791,ORD-01424,PROD-0103,Analytics Tool Pro,Software,10,2266.75,0.36,14507.2
ITEM-006792,ORD-01961,PROD-0196,Jump Rope Pro,Sports,13,148.45,0.01,1910.55
ITEM-006793,ORD-01961,PROD-0054,Electric Toothbrush,Beauty,19,1315.46,0.11,22244.43
ITEM-006794,ORD-01961,PROD-0107,Dress Shoes Pro,Apparel,16,821.85,0.34,8678.74
ITEM-006795,ORD-01961,PROD-0058,Nail Polish Set,Beauty,15,372.61,0.27,4080.08
ITEM-006796,ORD-00825,PROD-0112,Nuts & Seeds Mix Pro,Food & Beverage,10,1330.62,0.15,11310.27
ITEM-006797,ORD-00825,PROD-0154,Dress Shoes Pro,Apparel,15,559.43,0.22,6545.33
ITEM-006798,ORD-00825,PROD-0074,Organic Honey,Food & Beverage,11,1181.07,0.26,9613.91
ITEM-006799,ORD-03599,PROD-0049,Tennis Racket,Sports,3,64.18,0.27,140.55
ITEM-006800,ORD-03599,PROD-0056,Lip Balm Set,Beauty,3,238.66,0.13,622.9
ITEM-006801,ORD-03599,PROD-0077,Nuts & Seeds Mix,Food & Beverage,15,1002.34,0.38,9321.76
ITEM-006802,ORD-03599,PROD-0152,Marketing Mastery Pro,Books,1,2538.42,0.29,1802.28
ITEM-006803,ORD-04750,PROD-0026,Polo Shirt,Apparel,18,247.26,0.09,4050.12
ITEM-006804,ORD-04750,PROD-0059,Shampoo & Conditioner,Beauty,20,1389.29,0.23,21395.07
ITEM-006805,ORD-02284,PROD-0148,Wall Art Pro,Home & Garden,5,1318.36,0.12,5800.78
ITEM-006806,ORD-02284,PROD-0157,Analytics Tool Pro,Software,13,"$1,897.69",0.34,16282.18
ITEM-006807,ORD-02284,PROD-0054,Electric Toothbrush,Beauty,12,1315.46,0.22,12312.71
ITEM-006808,ORD-04520,PROD-0092,Vitamin C Serum Pro,Beauty,1,630.2,0.05,$598.69
ITEM-006809,ORD-04520,PROD-0136,Cycling Helmet Pro,Sports,15,1098.6,0.17,"$13,677.57"
ITEM-006810,ORD-04520,PROD-0014,Accounting Software,Software,3,435.63,0.22,1019.37
ITEM-006811,ORD-03520,PROD-0167,Makeup Brush Set Pro,Beauty,3,2625.63,0.23,6065.21
ITEM-006812,ORD-03520,PROD-0160,AI Fundamentals Pro,Books,8,225,0.31,"$1,242.00"
ITEM-006813,ORD-03520,PROD-0096,Robot Vacuum Pro,Home & Garden,13,1308.53,0.28,12247.84
ITEM-006814,ORD-03520,PROD-0073,Green Tea Collection,Food & Beverage,15,482.3,0.26,5353.53
