order_id,customer_id,order_date,order_status,sales_channel,shipping_cost_USD,discount_pct,region,country
ORD-02391,CUST-0321,2023-08-10,Cancelled,Mobile App,8.72,0.02,Eur,United Kingdom
ORD-02392,CUST-0041,02/05/2024,Cancelled,Phone,15.4,0.31,Europe,Netherlands
ORD-02393,CUST-0004,2020-01-28,Completed,Mobile App,0.55,0.03,Latin America,Colombia
ORD-02394,CUST-0353,"May 30, 2023",Cancelled,Partner Portal,7.89,0.06,Europe,France
ORD-02395,CUST-0057,2024-06-30,Completed,Marketplace,$22.46,0.29,Africa,Ghana
ORD-02396,CUST-0094,2022-11-11,Pending,Marketplace,1.68,0.13,Europe,Germany
ORD-02397,CUST-0362,"April 23, 2023",Completed,,5.39,0.04,Asia Pacific,India
ORD-02398,CUST-0193,2023-07-10,Completed,In-Store,$36.23,0.12,North America,Canada
ORD-02399,CUST-0079,2020-12-28,Cancelled,,17.59,0.07,Africa,South Africa
ORD-02400,CUST-0256,"September 22, 2023",Completed,Mobile App,25.86,0.25,Europe,Netherlands
ORD-02401,CUST-0114,2020-10-24,Cancelled,In-Store,11.18,0.15,Europe,United Kingdom
ORD-02402,CUST-0029,"July 11, 2020",Cancelled,Phone,$28.86,0.01,Middle East,Saudi Arabia
ORD-02403,CUST-0357,2022-12-26,Cancelled,In-Store,30.09,0.32,North America,Mexico
ORD-02404,CUST-0049,02/01/2021,Completed,Marketplace,10.71,0.28,Europe,United Kingdom
ORD-02405,CUST-0359,2021-01-08,Pending,Marketplace,17.83,0.17,Europe,Netherlands
ORD-02406,CUST-0385,2024-02-08,Completed,Mobile App,16.8,0.29,Middle East,Saudi Arabia
ORD-02407,CUST-0037,2022-03-18,pending,In-Store,44.81,0.2,North America,Mexico
ORD-02408,CUST-0022,23/05/2024,Refunded,Website,9.75,0.04,North America,United States
ORD-02409,CUST-0320,2021-06-07,Completed,Website,39.28,0.19,Middle East,UAE
ORD-02410,CUST-0107,2023-08-04,Completed,Mobile App,5.02,0.15,Middle East,Saudi Arabia
ORD-02411,CUST-0132,2022-03-09,Refunded,Mobile App,1.93,0.15,Africa,South Africa
ORD-02412,CUST-0344,2023-09-22,Completed,Mobile App,23.3,0.21,Africa,Nigeria
ORD-02413,CUST-0078,2024-06-23,Completed,,16.47,0.16,Europe,United Kingdom
ORD-02414,CUST-0379,2022-03-25,Refunded,,18.44,0.32,Europe,United Kingdom
ORD-02415,CUST-0211,2023-09-30,Cancelled,Phone,$21.89,0.32,Middle East,UAE
ORD-02416,CUST-0278,07/31/2024,Completed,Partner Portal,27.97,0.23,North America,United States
ORD-02417,CUST-0257,2021-07-28,Completed,Phone,8.7,0.2,Europe,France
ORD-02418,CUST-0206,2023-02-10,completed,,36.85,0.12,Europe,Netherlands
ORD-02419,CUST-0087,2024-07-07,Pending,Mobile App,$11.64,0.14,Asia Pacific,Australia
ORD-02420,CUST-0418,2021-09-05,Completed,Website,9.26,0.06,Asia Pacific,Singapore
ORD-02421,CUST-0318,23 May 2022,Refunded,In-Store,16.82,0.04,Asia Pacific,South Korea
ORD-02422,CUST-0093,2022-01-11,Refunded,Partner Portal,19.94,0.23,North America,Canada
ORD-02423,CUST-0146,"February 3, 2021",Pending,Marketplace,$2.29,0.04,Africa,Kenya
ORD-02424,CUST-0249,05/06/2023,Completed,Mobile App,$36.70,0.28,Africa,Kenya
ORD-02425,CUST-0009,2022-07-02,Completed,Partner Portal,34.24,0.08,Europe,United Kingdom
ORD-02426,CUST-0228,2023-08-03,Completed,,31.42,0.21,Europe,Spain
ORD-02427,CUST-0379,2023-06-05,Refunded,Mobile App,35.43,0.06,Europe,United Kingdom
ORD-02428,CUST-0394,2021-08-04,Refunded,Phone,42.82,0.35,Latin America,Argentina
ORD-02429,CUST-0207,2023-07-30,Pending,In-Store,$15.65,0.01,Europe,United Kingdom
ORD-02430,CUST-0181,2021-02-25,Pending,In-Store,35.98,0,North America,Mexico
ORD-02431,CUST-0260,2021-07-16,Completed,,7.35,0.33,Latin America,Argentina
ORD-02432,CUST-0258,2024-10-16,Completed,Phone,23.73,0.13,asia pacific,Singapore
ORD-02433,CUST-0324,"March 29, 2020",COMPLETED,Mobile App,16.72,0.08,Europe,United Kingdom
ORD-02434,CUST-0403,23/01/2020,Refunded,Marketplace,42.3,0.14,Africa,Kenya
ORD-02435,CUST-0258,2020-05-26,Cancelled,Partner Portal,24.55,0.32,Asia Pacific,Singapore
ORD-02436,CUST-0204,2022-08-02,completed,Phone,$24.70,0.21,Africa,South Africa
ORD-02437,CUST-0372,2022-04-29,Refunded,Partner Portal,37.76,0.13,Latin America,Chile
ORD-02438,CUST-0351,2020-07-03,Cancelled,Phone,35.52,0.06,Europe,Spain
ORD-02439,CUST-0167,2021-12-28,Completed,Marketplace,29.54,0.34,North America,United States
ORD-02440,CUST-0405,2024-07-16,Cancelled,In-Store,$11.12,0.16,Asia Pacific,Japan
ORD-02441,CUST-0311,2021-11-22,Completed,Website,39.22,0.34,Asia Pacific,Japan
ORD-02442,CUST-0146,2020-11-04,Completed,Partner Portal,$39.77,0.29,Africa,Kenya
ORD-02443,CUST-0180,2022-10-23,Completed,Phone,36.24,0.26,North America,Mexico
ORD-02444,CUST-0309,2020-11-21,Refunded,Partner Portal,23.3,0.13,Africa,South Africa
ORD-02445,CUST-0019,18 October 2023,Refunded,Website,25.22,0.13,Asia Pacific,India
ORD-02446,CUST-0156,2020-10-18,Refunded,Mobile App,31.11,0.13,Africa,Nigeria
ORD-02447,CUST-0400,2021-12-08,Completed,Phone,32.21,0.2,Asia Pacific,Australia
ORD-02448,CUST-0381,2022-01-02,Cancelled,In-Store,42.04,0.16,Middle East,UAE
ORD-02449,CUST-0372,2022-02-07,Refunded,Marketplace,21.34,0.22,Latin America,Chile
ORD-02450,CUST-0021,2020-02-02,Refunded,Mobile App,26.06,0.16,Asia Pacific,Australia
ORD-02451,CUST-0183,2023-12-15,Refunded,Mobile App,2.04,0.25,Latin America,Chile
ORD-02452,CUST-0010,2021-06-17,Cancelled,Mobile App,35.33,0.31,Latin America,Chile
ORD-02453,CUST-0303,2021-02-27,Refunded,Marketplace,10.46,0.24,Middle East,Qatar
ORD-02454,CUST-0281,2022-08-04,Pending,Partner Portal,30.02,0.15,Latin America,Colombia
ORD-02455,CUST-0291,03/01/2024,Completed,Partner Portal,40.63,0.07,Middle East,UAE
ORD-02456,CUST-0346,2022-08-14,Completed,In-Store,4.06,0.02,North America,Canada
ORD-02457,CUST-0346,2024-09-13,Cancelled,In-Store,8.1,0.13,North America,Canada
ORD-02458,CUST-0197,2021-11-16,Completed,Website,$35.11,0.32,Latin America,Colombia
ORD-02459,CUST-0049,2023-10-18,Completed,,21.74,0.27,Europe,United Kingdom
ORD-02460,CUST-0333,12/01/2020,Refunded,Partner Portal,5.18,0.29,Asia Pacific,Singapore
ORD-02461,CUST-0298,2022-01-26,Cancelled,Website,1.51,0.09,Africa,South Africa
ORD-02462,CUST-0330,2023-12-21,Completed,In-Store,38.39,0.19,North America,United States
ORD-02463,CUST-0180,2024-11-10,CANCELLED,Marketplace,13.11,0.19,North America,Mexico
ORD-02464,CUST-0099,2024-06-25,Completed,In-Store,8.87,0.14,Latin America,Chile
ORD-02465,CUST-0258,2020-11-21,Completed,Mobile App,1.56,0.18,asia pacific,Singapore
ORD-02466,CUST-0330,2024-02-25,Refunded,Website,$41.76,0.16,North America,United States
ORD-02467,CUST-0212,2021-06-06,Refunded,In-Store,24.67,0.27,Middle East,Saudi Arabia
ORD-02468,CUST-0248,2020-12-19,Pending,Mobile App,4.84,0.06,Europe ,Netherlands
ORD-02469,CUST-0224,2024-10-07,Pending,Partner Portal,14.23,0.18,Europe,Germany
ORD-02470,CUST-0115,2021-11-25,Completed,Marketplace,22.86,0,Middle East,UAE
ORD-02471,CUST-0404,"January 11, 2020",Cancelled,Marketplace,41.58,0.15,Latin America,Colombia
ORD-02472,CUST-0113,2020-12-26,Refunded,Partner Portal,33.85,0.2,North America,United States
ORD-02473,CUST-0453,2021-10-23,completed,In-Store,25.15,0.15,Latin America,Argentina
ORD-02474,CUST-0408,2021-04-19,Completed,Marketplace,28.61,0.15,Latin America,Colombia
ORD-02475,CUST-0193,"October 9, 2020",Completed,Partner Portal,35.65,0.28,North America,Canada
ORD-02476,CUST-0095,2024-11-11,Cancelled,Marketplace,22.13,0.17,Africa,Ghana
ORD-02477,CUST-0349,2021-05-17,Completed,Phone,7.38,0.02,Asia Pacific,South Korea
ORD-02478,CUST-0100,2023-07-21,Refunded,Phone,27.81,0.18,Europe,United Kingdom
ORD-02479,CUST-0263,2024-06-19,refunded,Mobile App,22.46,0.16,Asia Pacific,Singapore
ORD-02480,CUST-0061,2021-05-31,Completed,Mobile App,29.68,0.1,African Region,Ghana
ORD-02481,CUST-0119,2020-04-02,Completed,Partner Portal,16.43,0.25,North America,Canada
ORD-02482,CUST-0017,2020-09-23,Cancelled,,42.03,0.12,Middle East,Saudi Arabia
ORD-02483,CUST-0292,2022-08-29,Completed,Website,16.48,0.2,Europe,France
ORD-02484,CUST-0251,2023-03-19,Cancelled,,0.19,0.27,North america ,Canada
ORD-02485,CUST-0210,2023-01-18,Completed,Partner Portal,31.11,0.1,Europe,Germany
ORD-02486,CUST-0189,2023-07-29,Completed,In-Store,27.68,0.02,AFRICA,Nigeria
ORD-02487,CUST-0428,06/06/2020,Cancelled,Mobile App,30.53,0.01,africa,Kenya
ORD-02488,CUST-0109,2021-06-28,Completed,Phone,29.28,0.08,Latin America,Chile
ORD-02489,CUST-0362,2022-06-21,Completed,In-Store,20.31,0.35,Asia Pacific,India
ORD-02490,CUST-0343,2022-03-05,Completed,Phone,33.19,0.12,Europe,France
ORD-02491,CUST-0202,2022-04-16,Pending,Partner Portal,$9.77,0.15,Middle East,UAE
ORD-02492,CUST-0140,5 May 2020,Pending,Website,36.91,0.31,Latin America,Brazil
ORD-02493,CUST-0102,2023-07-21,Cancelled,Marketplace,3.23,0.04,Latin America,Chile
ORD-02494,CUST-0069,05/18/2024,Cancelled,In-Store,11.52,0.35,LATAM,Argentina
ORD-02495,CUST-0460,2024-10-09,COMPLETED,In-Store,44.82,0.34,Europe,Netherlands
ORD-02496,CUST-0356,"June 6, 2021",Completed,In-Store,$36.30,0.14,Europe,Sweden
ORD-02497,CUST-0407,2024-10-28,Completed,Mobile App,34.48,0.27,Middle East,Qatar
ORD-02498,CUST-0054,2023-01-19,Refunded,Phone,11.29,0.21,Africa,Ghana
ORD-02499,CUST-0084,19/01/2020,Cancelled,Website,15.06,0.03,North America,United States
ORD-02500,CUST-0314,2024-12-11,Completed,Mobile App,8.72,0.21,North America,United States
ORD-02501,CUST-0166,2021-12-27,Completed,Mobile App,27.52,0.24,Latin America,Argentina
ORD-02502,CUST-0351,2024-08-04,Completed,,15.21,0.32,Europe ,Spain
ORD-02503,CUST-0082,2024-03-14,Completed,In-Store,12.85,0.07,Africa,South Africa
ORD-02504,CUST-0404,19 October 2023,Cancelled,Marketplace,28.14,0.13,Latin America,Colombia
ORD-02505,CUST-0245,2024-04-23,Refunded,Phone,4.03,0.09,Europe,Sweden
ORD-02506,CUST-0189,2 March 2023,Completed,Marketplace,5.41,0.17,Africa,Nigeria
ORD-02507,CUST-0203,2 March 2020,Completed,Website,28.29,0.34,North America,Mexico
ORD-02508,CUST-0235,2021-03-13,Cancelled,In-Store,28.59,0.27,Middle East,UAE
ORD-02509,CUST-0409,11/17/2024,Cancelled,Partner Portal,$20.90,0.31,North America,United States
ORD-02510,CUST-0046,2021-05-25,Pending,,5.29,0.11,Asia Pacific,Japan
ORD-02511,CUST-0220,2024-07-04,Completed,Website,10.71,0.15,North America,United States
ORD-02512,CUST-0067,2023-01-29,pending,Website,10.78,0.33,Africa,Ghana
ORD-02513,CUST-0430,2021-07-04,Cancelled,In-Store,43.94,0.18,Middle East,Saudi Arabia
ORD-02514,CUST-0304,2023-01-12,Completed,Marketplace,20.74,0.13,North America,Mexico
ORD-02515,CUST-0390,2020-06-20,Refunded,In-Store,8.57,0.03,Middle East,Saudi Arabia
ORD-02516,CUST-0456,2024-05-14,Completed,Mobile App,39.23,0.18,Europe,Sweden
ORD-02517,CUST-0446,17/11/2021,Refunded,Phone,7.84,0,North America,Mexico
ORD-02518,CUST-0003,2020-01-25,Refunded,Marketplace,3.15,0.26,Latin America,Colombia
ORD-02519,CUST-0062,2022-07-21,Cancelled,Website,5.86,0.16,North America,Mexico
ORD-02520,CUST-0476,2023-08-17,Completed,In-Store,$3.79,0.25,Africa,Kenya
ORD-02521,CUST-0360,2024-06-10,REFUNDED,,3.71,0.2,Europe,Netherlands
ORD-02522,CUST-0373,2021-01-14,Cancelled,Mobile App,25.01,0.25,Europe,France
ORD-02523,CUST-0189,2022-08-10,Completed,Partner Portal,3.14,0.08,African Region,Nigeria
ORD-02524,CUST-0451,2021-12-05,Completed,Marketplace,4.08,0.08,Middle East,Qatar
ORD-02525,CUST-0371,2021-06-30,Refunded,Website,$34.39,0.11,North America,United States
ORD-02526,CUST-0260,2021-03-05,Pending,In-Store,3.57,0.32,LatAm,Argentina
ORD-02527,CUST-0036,2021-01-30,Completed,Website,9.84,0.28,Latin America,Colombia
ORD-02528,CUST-0326,2022-01-25,Pending,Marketplace,4.3,0.02,Europe,Netherlands
ORD-02529,CUST-0258,2023-09-30,refunded,In-Store,43.62,0.06,Asia Pacific,Singapore
ORD-02530,CUST-0350,10/02/2024,Completed,Mobile App,6.08,0.24,Africa,Ghana
ORD-02531,CUST-0001,05/12/2023,Refunded,Phone,39.62,0.07,LatAm,Argentina
ORD-02532,CUST-0186,2024-12-12,Cancelled,Website,11.86,0.07,Asia Pacific,Singapore
ORD-02533,CUST-0058,2024-09-01,Pending,Mobile App,34.12,0.14,Asia Pacific,South Korea
ORD-02534,CUST-0227,2024-01-15,Completed,Website,27.17,0.17,NA Region,Mexico
ORD-02535,CUST-0332,2021-03-14,Pending,Phone,31.67,0.31,Africa,Nigeria
ORD-02536,CUST-0377,2022-05-23,Cancelled,In-Store,$5.65,0.25,Mid East,Qatar
ORD-02537,CUST-0163,2021-11-01,Refunded,,22.81,0.24,Asia Pacific,Singapore
ORD-02538,CUST-0432,16 February 2022,Cancelled,Marketplace,44.76,0.02,North America,United States
ORD-02539,CUST-0403,2024-05-08,Completed,Phone,31.5,0.29,Africa,Kenya
ORD-02540,CUST-0072,2022-05-18,COMPLETED,Phone,36.17,0.33,Latin America,Colombia
ORD-02541,CUST-0359,2022-08-25,Completed,Partner Portal,29.37,0.23,Europe,Netherlands
ORD-02542,CUST-0393,2022-12-04,Completed,In-Store,34.99,0.16,middle east,UAE
ORD-02543,CUST-0304,2022-07-26,Pending,Partner Portal,10.5,0.2,North America,Mexico
ORD-02544,CUST-0049,2022-07-08,PENDING,In-Store,12.33,0.28,Europe,United Kingdom
ORD-02545,CUST-0057,2021-05-29,COMPLETED,Mobile App,24.31,0.28,Africa,Ghana
ORD-02546,CUST-0445,2022-12-13,Refunded,Website,32.08,0.23,asia pacific,India
ORD-02547,CUST-0206,2023-11-30,Pending,In-Store,34.57,0.35,Europe,Netherlands
ORD-02548,CUST-0172,2021-05-29,Completed,Partner Portal,9.41,0.29,Latin America,Argentina
ORD-02549,CUST-0221,2020-06-03,Refunded,Website,28.78,0.03,Asia Pacific,Japan
ORD-02550,CUST-0320,2020-03-11,Refunded,Marketplace,18.3,0.05,Middle East,UAE
ORD-02551,CUST-0348,2020-03-22,Completed,Marketplace,18.16,0.1,Mid East,UAE
ORD-02552,CUST-0037,2020-07-12,COMPLETED,In-Store,$13.67,0.2,North America,Mexico
ORD-02553,CUST-0192,2022-10-03,refunded,Phone,38.99,0.11,Latin America,Argentina
ORD-02554,CUST-0078,2020-01-16,COMPLETED,Mobile App,35.03,0.13,Europe,United Kingdom
ORD-02555,CUST-0354,2021-04-25,Completed,Marketplace,27.16,0.05,Europe ,France
ORD-02556,CUST-0030,13 February 2020,Completed,Marketplace,14.43,0.09,Asia Pacific,India
ORD-02557,CUST-0360,2021-04-23,Cancelled,Phone,$2.33,0.06,Europe,Netherlands
ORD-02558,CUST-0334,2020-02-23,COMPLETED,Phone,2.44,0.09,Asia Pacific,South Korea
ORD-02559,CUST-0442,2020-12-03,Completed,Website,11.6,0.03,North america ,United States
ORD-02560,CUST-0234,"June 27, 2024",Completed,Partner Portal,1.94,0.3,Europe,Germany
ORD-02561,CUST-0118,2021-11-01,Completed,Website,10.16,0.2,Latin America,Brazil
ORD-02562,CUST-0315,2020-05-19,Completed,Mobile App,$19.73,0.15,AFRICA,Nigeria
ORD-02563,CUST-0258,"May 2, 2022",Completed,Mobile App,15.37,0.12,Asia Pacific,Singapore
ORD-02564,CUST-0425,02/06/2021,Refunded,Phone,38.2,0.35,North America,Canada
ORD-02565,CUST-0436,2023-01-27,Refunded,Website,28.01,0.08,Middle East,Qatar
ORD-02566,CUST-0208,07/02/2020,Pending,Mobile App,12.15,0.11,European Region,Germany
ORD-02567,CUST-0004,2021-06-07,Completed,Mobile App,36.87,0.24,Latin America,Colombia
ORD-02568,CUST-0345,2022-02-07,Completed,In-Store,13.4,0.34,Latin America,Chile
ORD-02569,CUST-0129,2021-08-14,Refunded,Marketplace,5.54,0.27,North America,Mexico
ORD-02570,CUST-0392,2023-01-02,Cancelled,Mobile App,38.82,1.46,Asia Pacific,Singapore
ORD-02571,CUST-0011,2020-01-05,Pending,,16.02,0.06,North America,Canada
ORD-02572,CUST-0278,2023-09-29,Completed,Partner Portal,9.56,0.17,North America,United States
ORD-02573,CUST-0169,"June 8, 2022",Pending,Partner Portal,28.65,0.22,Asia-Pacific,South Korea
ORD-02574,CUST-0082,2024-04-09,Refunded,In-Store,1.03,0.25,Africa,South Africa
ORD-02575,CUST-0354,2021-11-13,Completed,Partner Portal,14.6,0.13,Europe,France
ORD-02576,CUST-0218,09/06/2021,Refunded,Partner Portal,12.6,0.09,Africa,South Africa
ORD-02577,CUST-0023,2024-06-27,Completed,Website,13.22,0.34,Middle East,Saudi Arabia
ORD-02578,CUST-0354,2021-11-14,Refunded,Mobile App,13.38,0.06,Europe,France
ORD-02579,CUST-0323,2020-10-15,Refunded,Marketplace,31.24,0.32,Europe,Spain
ORD-02580,CUST-0189,2021-10-24,Completed,Marketplace,22.45,0.25,Africa,Nigeria
ORD-02581,CUST-0384,12/18/2022,Completed,,12.64,0.08,Middle East,Qatar
ORD-02582,CUST-0146,7 December 2020,Cancelled,Marketplace,39.51,0.22,Africa,Kenya
ORD-02583,CUST-0019,2021-11-25,Completed,Website,11.11,0.03,Asia Pacific,India
ORD-02584,CUST-0148,2023-06-02,Completed,Partner Portal,15.38,1.18,Middle East,UAE
ORD-02585,CUST-0002,2023-11-27,Completed,Marketplace,35.94,0.35,Middle East,Qatar
ORD-02586,CUST-0438,2024-01-17,Completed,In-Store,23.47,0.27,Europe,Sweden
ORD-02587,CUST-0316,2020-01-11,Completed,,28.77,0.16,Africa,Kenya
ORD-02588,CUST-0352,08/31/2020,Cancelled,Partner Portal,$19.40,0.19,Europe,France
ORD-02589,CUST-0154,2024-05-10,Pending,Website,$3.74,0.1,Africa,Nigeria
ORD-02590,CUST-0190,2020-07-30,Refunded,Phone,30.43,1.48,Africa,South Africa
ORD-02591,CUST-0347,"January 8, 2022",Completed,Partner Portal,34.1,0.09,North America,Mexico
ORD-02592,CUST-0082,"October 13, 2021",Completed,Mobile App,$35.89,0.16,African Region,South Africa
ORD-02593,CUST-0472,2023-03-16,Completed,Website,30.08,0.17,EUROPE,Netherlands
ORD-02594,CUST-0341,2024-11-03,Completed,Phone,36.88,0.32,Middle East,UAE
ORD-02595,CUST-0321,2022-05-24,Completed,Partner Portal,8.87,1.47,Europe,United Kingdom
ORD-02596,CUST-0143,2023-10-22,Completed,Phone,38.26,0.22,Europe,Spain
ORD-02597,CUST-0306,2024-12-30,Cancelled,In-Store,9.11,0.31,Europe,Spain
ORD-02598,CUST-0146,2022-11-10,Pending,Partner Portal,20.16,0.25,Africa,Kenya
ORD-02599,CUST-0157,2022-04-01,Completed,Mobile App,25.7,0.18,Latin America,Chile
ORD-02600,CUST-0077,2021-08-14,Pending,Website,20.94,0.25,Asia Pacific,Australia
ORD-02601,CUST-0285,2024-04-18,Completed,Phone,25.06,0.28,Middle East,UAE
ORD-02602,CUST-0076,2022-04-26,Completed,Website,4.4,0.12,Africa,Ghana
ORD-02603,CUST-0226,2024-04-15,Completed,Partner Portal,15.23,0.07,African Region,Nigeria
ORD-02604,CUST-0291,07/08/2024,Refunded,Partner Portal,44.11,0.24,Middle East,UAE
ORD-02605,CUST-0339,2024-09-11,Completed,Mobile App,25.78,0.21,Africa ,South Africa
ORD-02606,CUST-0210,2022-07-27,Completed,Website,28.69,0.11,Europe,Germany
ORD-02607,CUST-0264,2024-09-30,Completed,Website,$12.38,0.09,Europe,United Kingdom
ORD-02608,CUST-0100,2021-08-15,Refunded,Website,9.99,0.08,Europe,United Kingdom
ORD-02609,CUST-0053,2021-10-11,Completed,Marketplace,34.02,0.32,Latin America,Argentina
ORD-02610,CUST-0084,2023-01-20,Cancelled,Phone,30.73,0.18,North America,United States
ORD-02611,CUST-0175,2020-06-20,Completed,In-Store,29.69,0.2,Africa,Ghana
ORD-02612,CUST-0229,2023-01-21,Refunded,Marketplace,26.39,0.17,Middle East,Qatar
ORD-02613,CUST-0004,2023-04-06,Completed,In-Store,8.8,0.29,Latin America,Colombia
ORD-02614,CUST-0251,2023-11-27,Completed,Partner Portal,12.92,0.17,North America,Canada
ORD-02615,CUST-0088,2023-01-01,Refunded,Partner Portal,35.6,0.13,North America,Canada
ORD-02616,CUST-0386,2022-01-06,Cancelled,Partner Portal,39.18,0.17,Latin America,Chile
ORD-02617,CUST-0205,2020-06-10,Refunded,In-Store,24.5,0.02,EUROPE,Spain
ORD-02618,CUST-0448,2021-03-25,Pending,,8.32,0.35,Africa,South Africa
ORD-02619,CUST-0390,2024-08-27,Pending,In-Store,42.85,0.07,Middle East,Saudi Arabia
ORD-02620,CUST-0456,2023-06-06,Completed,Partner Portal,43.27,0.19,Europe,Sweden
ORD-02621,CUST-0026,2022-07-26,Completed,Mobile App,$41.97,0.03,Africa,South Africa
ORD-02622,CUST-0411,2024-02-22,Completed,In-Store,3.52,0.11,Asia Pacific,Singapore
ORD-02623,CUST-0279,2021-10-27,Refunded,Marketplace,11.44,0.29,Latin America,Chile
ORD-02624,CUST-0050,2023-02-25,Completed,Partner Portal,34.42,0.22,Latin America,Chile
ORD-02625,CUST-0137,2021-03-06,Completed,Phone,6.64,0.28,Latin America,Colombia
ORD-02626,CUST-0253,09/02/2023,Completed,Mobile App,40.41,0.01,Africa,Nigeria
ORD-02627,CUST-0190,2023-06-19,Completed,Mobile App,4.28,0.12,Africa,South Africa
ORD-02628,CUST-0185,03/11/2021,Pending,Website,27.71,0.32,europe,Netherlands
ORD-02629,CUST-0465,2023-09-09,COMPLETED,Partner Portal,13.35,0.19,Asia Pacific,India
ORD-02630,CUST-0048,09/05/2022,Cancelled,Marketplace,19.13,0.09,North America,Canada
ORD-02631,CUST-0192,2022-07-19,Completed,Partner Portal,2.1,0.33,latin america,Argentina
ORD-02632,CUST-0092,2023-04-15,Completed,Marketplace,$5.15,0.22,Latin America,Brazil
ORD-02633,CUST-0186,2022-09-29,Completed,Website,20.28,1.25,Asia Pacific,Singapore
ORD-02634,CUST-0332,2022-05-16,Pending,In-Store,35.15,0.18,Africa,Nigeria
ORD-02635,CUST-0051,12/03/2021,Cancelled,Marketplace,$11.85,0.31,Middle East,Qatar
ORD-02636,CUST-0352,2024-01-25,Completed,Mobile App,3.17,0.17,Europe,France
ORD-02637,CUST-0189,2024-01-31,Pending,In-Store,31.75,0.08,Africa,Nigeria
ORD-02638,CUST-0202,2020-01-04,Completed,In-Store,40.93,0.29,Middle East,UAE
ORD-02639,CUST-0394,2021-12-01,COMPLETED,Partner Portal,3.09,1.21,Latin America,Argentina
ORD-02640,CUST-0325,2022-10-22,Completed,Partner Portal,8.82,0.11,Latin America,Chile
ORD-02641,CUST-0017,2021-11-19,Cancelled,,19.46,0.3,Middle East,Saudi Arabia
ORD-02642,CUST-0339,2024-03-24,Completed,Phone,4.04,0.2,Africa,South Africa
ORD-02643,CUST-0084,12/08/2021,completed,,15.41,0.14,North America,United States
ORD-02644,CUST-0433,2021-12-07,completed,Phone,41.93,0.15,Latin America,Argentina
ORD-02645,CUST-0420,2023-07-02,Pending,Phone,31.16,0.31,Europe,France
ORD-02646,CUST-0406,30/07/2020,Refunded,Website,36.78,0.28,North America,United States
ORD-02647,CUST-0319,2023-01-24,PENDING,,$38.41,0.1,Middle East,UAE
ORD-02648,CUST-0391,2023-12-02,Cancelled,Partner Portal,15.59,0.28,Asia Pacific,South Korea
ORD-02649,CUST-0191,2023-11-02,Refunded,Marketplace,29.5,0.07,North America,Canada
ORD-02650,CUST-0050,2023-12-04,Completed,Website,27.94,0.02,Latin America,Chile
ORD-02651,CUST-0397,2023-01-09,COMPLETED,,34.58,0.03,Latin America,Argentina
ORD-02652,CUST-0047,2024-07-22,Completed,In-Store,3.21,0.3,Asia Pacific,India
ORD-02653,CUST-0023,2024-03-11,Refunded,In-Store,$25.53,0.01,Middle East,Saudi Arabia
ORD-02654,CUST-0032,2022-04-17,Completed,Website,11.92,0.22,Europe,Netherlands
ORD-02655,CUST-0350,5 June 2024,Refunded,Phone,$8.40,0.24,Africa,Ghana
ORD-02656,CUST-0054,2023-08-28,Completed,Phone,$24.85,0.04,Africa,Ghana
ORD-02657,CUST-0443,26 September 2021,Refunded,In-Store,20.08,0.22,Asia Pacific,Australia
ORD-02658,CUST-0078,2024-11-17,Completed,Partner Portal,4.67,0.17,Europe,United Kingdom
ORD-02659,CUST-0132,16/06/2023,Completed,Marketplace,15.02,0.34,Africa,South Africa
ORD-02660,CUST-0425,2022-02-18,Completed,Mobile App,30.88,0.16,North America,Canada
ORD-02661,CUST-0066,2021-07-16,Completed,Marketplace,41.5,0.22,Asia Pacific,South Korea
ORD-02662,CUST-0181,12/08/2021,Cancelled,Mobile App,4.67,0.12,North America,Mexico
ORD-02663,CUST-0331,2020-10-01,Refunded,In-Store,24.19,0.21,Africa,Kenya
ORD-02664,CUST-0063,2020-08-06,Pending,Website,31.55,0.25,Middle East,Saudi Arabia
ORD-02665,CUST-0372,2024-05-27,Refunded,In-Store,19.56,0.06,Latin America,Chile
ORD-02666,CUST-0477,2020-01-10,Cancelled,Mobile App,22.41,0.04,EUROPE,Germany
ORD-02667,CUST-0090,2024-12-23,Completed,Marketplace,12.75,0.15,Asia Pacific,India
ORD-02668,CUST-0332,2023-02-11,Completed,Marketplace,11.41,0.28,Africa,Nigeria
ORD-02669,CUST-0273,2023-03-27,COMPLETED,Partner Portal,37.34,0.29,Latin America,Brazil
ORD-02670,CUST-0463,2022-08-19,Completed,Mobile App,$10.03,0.17,Africa,South Africa
ORD-02671,CUST-0405,2022-05-20,Completed,Website,13.08,0.19,APAC,Japan
ORD-02672,CUST-0328,2021-08-04,Cancelled,Phone,5.03,0.13,Middle East,UAE
ORD-02673,CUST-0097,2022-07-25,Completed,Partner Portal,19.45,0.04,Europe,Netherlands
ORD-02674,CUST-0374,2021-02-08,Pending,Mobile App,38.88,0.02,Europe,France
ORD-02675,CUST-0137,2021-10-30,COMPLETED,Partner Portal,37.75,0.04,Latin America,Colombia
ORD-02676,CUST-0456,10/01/2023,Completed,,34.36,0.29,European Region,Sweden
ORD-02677,CUST-0102,2023-12-21,Completed,Mobile App,4.09,0.27,Latin America,Chile
ORD-02678,CUST-0328,2021-03-08,Cancelled,Phone,12.32,0.16,Middle East,UAE
ORD-02679,CUST-0191,2020-03-02,Cancelled,Phone,30.32,0.06,North America,Canada
