item_id,order_id,product_id,product_name,category,quantity,quantity_flag,unit_price_USD,discount_pct,discount_pct_flag,line_total_USD
ITEM-007162,ORD-01185,PROD-0082,Dark Chocolate Box Pro,Food and Beverage,2,Valid entry,472.75,113,Review Recommended,671.30
ITEM-007163,ORD-01185,PROD-0165,Energy Drink Pack Pro,Food and Beverage,14,Valid entry,1670.16,4,Acceptable,22446.95
ITEM-007164,ORD-01185,PROD-0152,Marketing Mastery Pro,Books,15,Valid entry,2538.42,16,Acceptable,31984.09
ITEM-007165,ORD-02086,PROD-0180,Sunglasses Pro,Apparel,5,Valid entry,683.34,6,Acceptable,3211.70
ITEM-007166,ORD-02086,PROD-0078,Dark Chocolate Box,F&B,20,Valid entry,538.02,118,Review Recommended,10545.19
ITEM-007167,ORD-02086,PROD-0100,Dark Chocolate Box Pro,Food and Beverage,18,Valid entry,594.75,37,Acceptable,NULL
ITEM-007168,ORD-02086,PROD-0008,Monitor 27in,Electronics,18,Valid entry,142.16,7,Acceptable,2379.76
ITEM-007169,ORD-03648,PROD-0045,Foam Roller,Sports,4,Valid entry,NULL,2,Acceptable,12418.21
ITEM-007170,ORD-03648,PROD-0113,Protein Powder v2,Sports,9,Valid entry,447.28,26,Acceptable,2978.88
ITEM-007171,ORD-03648,PROD-0115,Smart Thermostat Pro,Home and Garden,18,Valid entry,618.21,18,Acceptable,9124.78
ITEM-007172,ORD-00139,PROD-0001,Wireless Headphones,Electronics,3,Valid entry,438.78,7,Acceptable,1224.20
ITEM-007173,ORD-00139,PROD-0074,Organic Honey,Food and Beverage,3,Valid entry,1181.07,10,Acceptable,3188.89
ITEM-007174,ORD-04521,PROD-0006,Mechanical Keyboard,Electronics,1,Valid entry,1517.09,36,Acceptable,970.94
ITEM-007175,ORD-04521,PROD-0014,Accounting Software,Software,7,Valid entry,435.63,6,Acceptable,2866.45
ITEM-007176,ORD-04521,PROD-0129,Baseball Cap Pro,Apparel,19,Valid entry,1239.92,30,Acceptable,16490.94
ITEM-007177,ORD-02467,PROD-0017,Design Software,Software,8,Valid entry,819.73,1,Acceptable,6492.26
ITEM-007178,ORD-02467,PROD-0163,Smart Thermostat Pro,Home and Garden,4,Valid entry,820.19,25,Acceptable,2460.57
ITEM-007179,ORD-02467,PROD-0142,Cycling Helmet Pro,Sports,1,Valid entry,1066.85,28,Acceptable,768.13
ITEM-007180,ORD-02617,PROD-0019,Security Suite,Software,18,Valid entry,NULL,4,Acceptable,28641.43
ITEM-007181,ORD-04680,PROD-0147,Monitor 27in Pro,Electronics,8,Valid entry,114.25,31,Acceptable,630.66
ITEM-007182,ORD-04680,PROD-0091,Wall Art Pro,Home and Garden,2,Valid entry,1457.61,15,Acceptable,2477.94
ITEM-007183,ORD-04680,PROD-0168,Security Suite Pro,Software,11,Valid entry,1329.27,38,Acceptable,9065.62
ITEM-007184,ORD-04680,PROD-0045,Foam Roller,Sports,20,Valid entry,3167.91,37,Acceptable,39915.67
ITEM-007185,ORD-00758,PROD-0021,Running Shoes,Apparel,11,Valid entry,467.63,20,Acceptable,4115.14
ITEM-007186,ORD-00758,PROD-0072,Protein Bars 12pk,Food and Beverage,19,Valid entry,1658.51,38,Acceptable,NULL
ITEM-007187,ORD-00758,PROD-0088,Leadership Principles Pro,Books,9,Valid entry,805.36,40,Acceptable,4348.94
ITEM-007188,ORD-01756,PROD-0157,Analytics Tool Pro,Software,20,Valid entry,1897.69,31,Acceptable,26188.12
ITEM-007189,ORD-01756,PROD-0112,Nuts & Seeds Mix Pro,Food and Beverage,2,Valid entry,1330.62,39,Acceptable,1623.36
ITEM-007190,ORD-01756,PROD-0047,Gym Bag,Sports,5,Valid entry,247.22,3,Acceptable,NULL
ITEM-007191,ORD-00417,PROD-0073,Green Tea Collection,Food and Beverage,7,Valid entry,482.30,24,Acceptable,2565.84
ITEM-007192,ORD-00417,PROD-0018,Cloud Storage,Software,6,Valid entry,1471.32,5,Acceptable,8386.52
ITEM-007193,ORD-00417,PROD-0013,Analytics Tool,Software,5,Valid entry,2148.49,20,Acceptable,8593.96
ITEM-007194,ORD-00138,PROD-0194,Robot Vacuum Pro,Home and Garden,1,Valid entry,1067.17,16,Acceptable,896.42
ITEM-007195,ORD-00138,PROD-0081,Webcam HD Pro,Electronics,17,Valid entry,846.49,13,Acceptable,12519.59
ITEM-007196,ORD-00138,PROD-0179,Growth Hacking Pro,Books,11,Valid entry,1274.57,26,Acceptable,10375.00
ITEM-007197,ORD-00138,PROD-0180,Sunglasses Pro,Apparel,1,Valid entry,683.34,22,Acceptable,533.01
ITEM-007198,ORD-02095,PROD-0101,Yoga Mat Pro,Sports,2,Valid entry,1956.47,6,Acceptable,3678.16
ITEM-007199,ORD-00062,PROD-0106,Cycling Helmet Pro,Sports,9,Valid entry,1257.89,12,Acceptable,9962.49
ITEM-007200,ORD-00062,PROD-0044,Jump Rope,Sports,9,Valid entry,129.09,17,Acceptable,964.30
ITEM-007201,ORD-00062,PROD-0151,Bluetooth Speaker Pro,Electronics,7,Valid entry,118.53,4,Acceptable,796.52
ITEM-007202,ORD-00062,PROD-0020,Video Conferencing,Software,10,Valid entry,1857.53,15,Acceptable,15789.00
ITEM-007203,ORD-00373,PROD-0030,Sunglasses,Apparel,13,Valid entry,685.18,25,Acceptable,NULL
ITEM-007204,ORD-00373,PROD-0044,Jump Rope,Sports,10,Valid entry,129.09,27,Acceptable,942.36
ITEM-007205,ORD-00364,PROD-0002,Smart Watch,Electronics,9,Valid entry,1070.87,19,Acceptable,7806.64
ITEM-007206,ORD-00109,PROD-0112,Nuts & Seeds Mix Pro,Food and Beverage,19,Valid entry,1330.62,26,Acceptable,NULL
ITEM-007207,ORD-00109,PROD-0006,Mechanical Keyboard,Electronics,10,Valid entry,1517.09,36,Acceptable,9709.38
ITEM-007208,ORD-00109,PROD-0086,Running Shoes Pro,Apparel,4,Valid entry,392.61,3,Acceptable,NULL
ITEM-007209,ORD-00109,PROD-0066,SQL Deep Dive,Books,20,Valid entry,2840.66,35,Acceptable,36928.58
ITEM-007210,ORD-01572,PROD-0125,Python for Beginners Pro,Books,12,Valid entry,935.12,10,Acceptable,10099.30
ITEM-007211,ORD-01363,PROD-0003,Bluetooth Speaker,Electronics,12,Valid entry,117.98,7,Acceptable,NULL
ITEM-007212,ORD-01363,PROD-0004,USB-C Hub,Electronics,-9,Entry Error - Review,2263.48,39,Acceptable,23472.29
ITEM-007213,ORD-01363,PROD-0046,Water Bottle,Sports,16,Valid entry,1267.26,134,Review Recommended,13179.50
ITEM-007214,ORD-01363,PROD-0088,Leadership Principles Pro,Books,6,Valid entry,805.36,38,Acceptable,2995.94
ITEM-007215,ORD-03924,PROD-0150,Mechanical Keyboard Pro,Electronics,-7,Entry Error - Review,1592.88,24,Acceptable,1210.59
ITEM-007216,ORD-03924,PROD-0081,Webcam HD Pro,Electronics,2,Valid entry,846.49,4,Acceptable,1625.26
ITEM-007217,ORD-03924,PROD-0086,Running Shoes Pro,Apparel,8,Valid entry,392.61,11,Acceptable,2795.38
ITEM-007218,ORD-04741,PROD-0020,Video Conferencing,Software,4,Valid entry,1857.53,16,Acceptable,6241.30
ITEM-007219,ORD-04741,PROD-0067,Design Thinking,Books,10,Valid entry,866.02,35,Acceptable,5629.13
ITEM-007220,ORD-04849,PROD-0021,Running Shoes,Apparel,6,Valid entry,467.63,9,Acceptable,2553.26
ITEM-007221,ORD-04849,PROD-0161,Hot Sauce Bundle Pro,Food and Beverage,15,Valid entry,1006.11,37,Acceptable,9507.74
ITEM-007222,ORD-04849,PROD-0017,Design Software,Software,11,Valid entry,819.73,140,Review Recommended,7393.96
ITEM-007223,ORD-03306,PROD-0054,Electric Toothbrush,Beauty,10,Valid entry,NULL,39,Acceptable,8024.31
ITEM-007224,ORD-03306,PROD-0097,Hot Sauce Bundle Pro,Food and Beverage,14,Valid entry,1311.29,38,Acceptable,11382.00
ITEM-007225,ORD-03306,PROD-0149,Lip Balm Set Pro,Beauty,11,Valid entry,231.82,3,Acceptable,2473.52
ITEM-007226,ORD-03306,PROD-0081,Webcam HD Pro,Electronics,18,Valid entry,846.49,1,Acceptable,15084.45
ITEM-007227,ORD-02113,PROD-0040,Storage Ottoman,Home and Garden,19,Valid entry,2043.74,28,Acceptable,27958.36
ITEM-007228,ORD-02113,PROD-0162,Mechanical Keyboard Pro,Electronics,18,Valid entry,1226.74,34,Acceptable,14573.67
ITEM-007229,ORD-01976,PROD-0113,Protein Powder v2,Sports,20,Valid entry,447.28,6,Acceptable,NULL
ITEM-007230,ORD-01976,PROD-0128,Leadership Principles Pro,Books,11,Valid entry,934.40,34,Acceptable,NULL
ITEM-007231,ORD-01976,PROD-0126,Wireless Headphones Pro,Electronics,1,Valid entry,425.58,16,Acceptable,357.49
ITEM-007232,ORD-01976,PROD-0191,Garden Hose Pro,Home and Garden,11,Valid entry,338.86,32,Acceptable,2534.67
ITEM-007233,ORD-03047,PROD-0127,Desk Lamp Pro,Home and Garden,3,Valid entry,50.58,31,Acceptable,104.70
ITEM-007234,ORD-03047,PROD-0053,Hair Dryer,Beauty,13,Valid entry,1169.24,6,Acceptable,14288.11
ITEM-007235,ORD-03047,PROD-0088,Leadership Principles Pro,Books,5,Valid entry,805.36,33,Acceptable,2697.96
ITEM-007236,ORD-03047,PROD-0077,Nuts & Seeds Mix,Food and Beverage,6,Valid entry,1002.34,16,Acceptable,NULL
ITEM-007237,ORD-01455,PROD-0063,Marketing Mastery,Books,3,Valid entry,2080.85,23,Acceptable,4806.76
ITEM-007238,ORD-01426,PROD-0150,Mechanical Keyboard Pro,Electronics,2,Valid entry,1592.88,17,Acceptable,2644.18
ITEM-007239,ORD-01426,PROD-0030,Sunglasses,Apparel,15,Valid entry,685.18,6,Acceptable,9661.04
ITEM-007240,ORD-01731,PROD-0156,Protein Powder v2,Sports,18,Valid entry,335.04,9,Acceptable,5487.96
ITEM-007241,ORD-01731,PROD-0001,Wireless Headphones,Electronics,9,Valid entry,438.78,32,Acceptable,2685.33
ITEM-007242,ORD-01731,PROD-0008,Monitor 27in,Electronics,7,Valid entry,142.16,23,Acceptable,766.24
ITEM-007243,ORD-01731,PROD-0138,Perfume 50ml Pro,Beauty,7,Valid entry,1325.71,8,Acceptable,NULL
ITEM-007244,ORD-03168,PROD-0045,Foam Roller,Sports,12,Valid entry,3167.91,1,Acceptable,37634.77
ITEM-007245,ORD-00481,PROD-0103,Analytics Tool Pro,Software,6,Valid entry,2266.75,6,Acceptable,12784.47
ITEM-007246,ORD-00481,PROD-0057,Face Mask Kit,Beauty,9,Valid entry,1233.52,38,Acceptable,6883.04
ITEM-007247,ORD-02800,PROD-0032,Air Purifier,Home and Garden,11,Valid entry,2282.93,13,Acceptable,21847.64
ITEM-007248,ORD-02800,PROD-0022,Casual T-Shirt,Apparel,3,Valid entry,263.25,18,Acceptable,647.60
ITEM-007249,ORD-02800,PROD-0174,Gym Bag Pro,Sports,11,Valid entry,335.66,27,Acceptable,2695.35
ITEM-007250,ORD-00249,PROD-0095,Bed Sheets Pro,Home and Garden,7,Valid entry,1260.77,30,Acceptable,6177.77
ITEM-007251,ORD-03652,PROD-0144,Protein Bars 12pk v2,Food and Beverage,2,Valid entry,1597.60,14,Acceptable,2747.87
ITEM-007252,ORD-03652,PROD-0036,Cookware Set,Home and Garden,12,Valid entry,265.41,12,Acceptable,2802.73
ITEM-007253,ORD-03652,PROD-0054,Electric Toothbrush,Beauty,15,Valid entry,1315.46,7,Acceptable,18350.67
ITEM-007254,ORD-03652,PROD-0014,Accounting Software,Software,5,Valid entry,435.63,1,Acceptable,2156.37
ITEM-007255,ORD-00765,PROD-0071,Premium Coffee Beans,Food and Beverage,3,Valid entry,332.96,13,Acceptable,869.03
ITEM-007256,ORD-00765,PROD-0037,Bed Sheets,Home and Garden,1,Valid entry,NULL,38,Acceptable,680.45
ITEM-007257,ORD-00765,PROD-0074,Organic Honey,Food and Beverage,18,Valid entry,1181.07,15,Acceptable,18070.37
ITEM-007258,ORD-04998,PROD-0056,Lip Balm Set,Beauty,14,Valid entry,238.66,35,Acceptable,NULL
ITEM-007259,ORD-04185,PROD-0066,SQL Deep Dive,Books,10,Valid entry,NULL,11,Acceptable,25281.87
ITEM-007260,ORD-04185,PROD-0096,Robot Vacuum Pro,Home and Garden,12,Valid entry,1308.53,34,Acceptable,10363.56
ITEM-007261,ORD-04215,PROD-0123,Laptop Stand Pro,Electronics,19,Valid entry,55.29,29,Acceptable,745.86
ITEM-007262,ORD-04215,PROD-0046,Water Bottle,Sports,10,Valid entry,1267.26,20,Acceptable,10138.08
ITEM-007263,ORD-04215,PROD-0007,Gaming Mouse,Electronics,3,Valid entry,NULL,14,Acceptable,3668.01
ITEM-007264,ORD-02410,PROD-0140,Bed Sheets Pro,Home and Garden,15,Valid entry,1071.89,22,Acceptable,12541.11
ITEM-007265,ORD-00074,PROD-0079,Energy Drink Pack,F&B,9,Valid entry,1871.84,32,Acceptable,11455.66
ITEM-007266,ORD-00074,PROD-0046,Water Bottle,Sports,9,Valid entry,NULL,10,Acceptable,10264.81
ITEM-007267,ORD-00074,PROD-0174,Gym Bag Pro,Sports,6,Valid entry,335.66,28,Acceptable,NULL
ITEM-007268,ORD-00074,PROD-0091,Wall Art Pro,Home and Garden,16,Valid entry,1457.61,25,Acceptable,NULL
ITEM-007269,ORD-00016,PROD-0128,Leadership Principles Pro,Books,3,Valid entry,934.40,11,Acceptable,2494.85
ITEM-007270,ORD-04607,PROD-0140,Bed Sheets Pro,Home and Garden,11,Valid entry,1071.89,17,Acceptable,9786.36
ITEM-007271,ORD-04607,PROD-0001,Wireless Headphones,Electronics,18,Valid entry,438.78,13,Acceptable,6871.29
ITEM-007272,ORD-01650,PROD-0177,Jump Rope Pro,Sport,12,Valid entry,135.15,8,Acceptable,1492.06
ITEM-007273,ORD-01650,PROD-0038,Wall Art,Home and Garden,12,Valid entry,NULL,12,Acceptable,12273.78
ITEM-007274,ORD-01650,PROD-0145,Premium Coffee Beans Pro,Food and Beverage,6,Valid entry,464.46,28,Acceptable,2006.47
ITEM-007275,ORD-04616,PROD-0018,Cloud Storage,Software,15,Valid entry,1471.32,37,Acceptable,13903.97
ITEM-007276,ORD-04616,PROD-0027,Dress Shoes,Apparel,20,Valid entry,632.94,13,Acceptable,11013.16
ITEM-007277,ORD-02328,PROD-0016,HR Management System,Software,6,Valid entry,1658.34,11,Acceptable,8855.54
ITEM-007278,ORD-03536,PROD-0007,Gaming Mouse,Electronics,20,Valid entry,1421.71,8,Acceptable,26159.46
ITEM-007279,ORD-03536,PROD-0199,Makeup Brush Set Pro,Beauty,7,Valid entry,3414.28,6,Acceptable,22465.96
ITEM-007280,ORD-03536,PROD-0174,Gym Bag Pro,Sports,11,Valid entry,335.66,29,Acceptable,2621.50
ITEM-007281,ORD-00892,PROD-0049,Tennis Racket,Sports,20,Valid entry,64.18,28,Acceptable,924.19
ITEM-007282,ORD-00892,PROD-0055,Perfume 50ml,Beauty,9,Valid entry,1469.34,9,Acceptable,12033.89
ITEM-007283,ORD-00892,PROD-0081,Webcam HD Pro,Electronics,14,Valid entry,846.49,16,Acceptable,9954.72
ITEM-007284,ORD-00184,PROD-0087,Hair Dryer Pro,Beauty,5,Valid entry,957.33,129,Review Recommended,3398.52
ITEM-007285,ORD-00184,PROD-0187,SQL Deep Dive Pro,Books,10,Valid entry,3875.59,12,Acceptable,34105.19
ITEM-007286,ORD-00184,PROD-0178,Gym Bag Pro,Sports,3,Valid entry,229.12,35,Acceptable,446.78
ITEM-007287,ORD-00184,PROD-0126,Wireless Headphones Pro,Electronics,4,Valid entry,425.58,19,Acceptable,1378.88
ITEM-007288,ORD-04646,PROD-0050,Cycling Helmet,Sports,5,Valid entry,1184.49,5,Acceptable,NULL
ITEM-007289,ORD-04646,PROD-0125,Python for Beginners Pro,Books,13,Valid entry,935.12,121,Review Recommended,9603.68
ITEM-007290,ORD-04646,PROD-0121,Analytics Tool Pro,Software,2,Valid entry,2845.63,10,Acceptable,5122.13
ITEM-007291,ORD-04646,PROD-0013,Analytics Tool,Software,12,Valid entry,NULL,5,Acceptable,24492.79
ITEM-007292,ORD-02326,PROD-0200,Data Analytics Guide Pro,Books,1,Valid entry,672.78,12,Acceptable,592.05
ITEM-007293,ORD-01036,PROD-0188,CRM Platform Pro,Software,17,Valid entry,504.65,7,Acceptable,7978.52
ITEM-007294,ORD-02134,PROD-0158,Wall Art Pro,Home and Garden,17,Valid entry,1235.81,14,Acceptable,18067.54
ITEM-007295,ORD-02134,PROD-0069,Growth Hacking,Books,1,Valid entry,910.45,17,Acceptable,755.67
ITEM-007296,ORD-02134,PROD-0174,Gym Bag Pro,Sports,9,Valid entry,335.66,20,Acceptable,2416.75
ITEM-007297,ORD-02134,PROD-0127,Desk Lamp Pro,Home and Garden,9,Valid entry,50.58,26,Acceptable,336.86
ITEM-007298,ORD-03268,PROD-0004,USB-C Hub,Electronics,4,Valid entry,NULL,16,Acceptable,7605.29
ITEM-007299,ORD-03268,PROD-0090,Winter Coat Pro,Apparel,10,Valid entry,1531.24,7,Acceptable,14240.53
ITEM-007300,ORD-01651,PROD-0107,Dress Shoes Pro,Apparel,7,Valid entry,821.85,6,Acceptable,NULL
ITEM-007301,ORD-01651,PROD-0089,Design Software Pro,Software,1,Valid entry,820.64,30,Acceptable,574.45
ITEM-007302,ORD-01651,PROD-0133,Financial Freedom Pro,Books,13,Valid entry,1802.74,35,Acceptable,15233.15
ITEM-007303,ORD-01651,PROD-0198,Vitamin C Serum Pro,Beauty,10,Valid entry,826.67,20,Acceptable,6613.36
ITEM-007304,ORD-01692,PROD-0079,Energy Drink Pack,F&B,8,Valid entry,1871.84,14,Acceptable,12878.26
ITEM-007305,ORD-01692,PROD-0009,Laptop Stand,Electronics,18,Valid entry,43.95,13,Acceptable,688.26
ITEM-007306,ORD-01692,PROD-0034,Smart Thermostat,Home and Garden,1,Valid entry,669.46,13,Acceptable,582.43
ITEM-007307,ORD-00654,PROD-0084,SQL Deep Dive Pro,Books,10,Valid entry,3859.71,10,Acceptable,34737.39
ITEM-007308,ORD-00654,PROD-0074,Organic Honey,Food and Beverage,16,Valid entry,NULL,7,Acceptable,17574.32
ITEM-007309,ORD-02322,PROD-0072,Protein Bars 12pk,Food and Beverage,17,Valid entry,1658.51,37,Acceptable,17762.64
ITEM-007310,ORD-04708,PROD-0021,Running Shoes,Apparel,15,Valid entry,467.63,22,Acceptable,5471.27
ITEM-007311,ORD-04834,PROD-0030,Sunglasses,Apparel,14,Valid entry,685.18,38,Acceptable,NULL
ITEM-007312,ORD-02042,PROD-0083,Lip Balm Set Pro,Beauty,8,Valid entry,310.69,22,Acceptable,1938.71
ITEM-007313,ORD-02042,PROD-0097,Hot Sauce Bundle Pro,Food and Beverage,14,Valid entry,1311.29,34,Acceptable,12116.32
ITEM-007314,ORD-02042,PROD-0142,Cycling Helmet Pro,Sports,15,Valid entry,1066.85,25,Acceptable,12002.06
ITEM-007315,ORD-01418,PROD-0123,Laptop Stand Pro,Electronics,10,Valid entry,55.29,37,Acceptable,348.33
ITEM-007316,ORD-01418,PROD-0050,Cycling Helmet,Sports,4,Valid entry,1184.49,25,Acceptable,3553.47
ITEM-007317,ORD-02708,PROD-0108,Analytics Tool Pro,Software,5,Valid entry,1922.02,32,Acceptable,6534.87
ITEM-007318,ORD-02708,PROD-0007,Gaming Mouse,Electronics,12,Valid entry,1421.71,37,Acceptable,10748.13
ITEM-007319,ORD-02708,PROD-0190,Foam Roller Pro,Sport,-2,Entry Error - Review,2998.27,39,Acceptable,25605.23
ITEM-007320,ORD-02708,PROD-0152,Marketing Mastery Pro,Books,8,Valid entry,2538.42,2,Acceptable,19901.21
ITEM-007321,ORD-04607,PROD-0100,Dark Chocolate Box Pro,Food and Beverage,7,Valid entry,594.75,24,Acceptable,3164.07
ITEM-007322,ORD-04607,PROD-0031,Coffee Maker,Home and Garden,5,Valid entry,1966.81,5,Acceptable,9342.35
ITEM-007323,ORD-04607,PROD-0029,Baseball Cap,Apparel,6,Valid entry,1309.55,13,Acceptable,6835.85
ITEM-007324,ORD-02362,PROD-0108,Analytics Tool Pro,Software,14,Valid entry,1922.02,22,Acceptable,20988.46
ITEM-007325,ORD-02362,PROD-0188,CRM Platform Pro,Software,3,Valid entry,504.65,9,Acceptable,1377.69
ITEM-007326,ORD-02362,PROD-0039,Desk Lamp,Home and Garden,14,Valid entry,37.13,5,Acceptable,493.83
ITEM-007327,ORD-00332,PROD-0184,Smart Watch Pro,Electronics,11,Valid entry,984.86,0,Acceptable,10833.46
ITEM-007328,ORD-00332,PROD-0152,Marketing Mastery Pro,Books,18,Valid entry,2538.42,35,Acceptable,NULL
ITEM-007329,ORD-00332,PROD-0140,Bed Sheets Pro,Home and Garden,20,Valid entry,1071.89,26,Acceptable,15863.97
ITEM-007330,ORD-02934,PROD-0057,Face Mask Kit,Beauty,2,Valid entry,1233.52,37,Acceptable,1554.24
ITEM-007331,ORD-02934,PROD-0171,HR Management System Pro,Software,1,Valid entry,NULL,16,Acceptable,1621.92
ITEM-007332,ORD-01041,PROD-0021,Running Shoes,Apparel,9,Valid entry,467.63,8,Acceptable,NULL
ITEM-007333,ORD-01041,PROD-0032,Air Purifier,Home and Garden,10,Valid entry,2282.93,17,Acceptable,18948.32
ITEM-007334,ORD-01041,PROD-0020,Video Conferencing,Software,10,Valid entry,1857.53,3,Acceptable,18018.04
ITEM-007335,ORD-04466,PROD-0102,Smart Thermostat Pro,Home and Garden,2,Valid entry,842.50,12,Acceptable,1482.80
ITEM-007336,ORD-04891,PROD-0137,Air Purifier Pro,Home and Garden,15,Valid entry,2331.88,27,Acceptable,25534.09
ITEM-007337,ORD-04891,PROD-0129,Baseball Cap Pro,Apparel,18,Valid entry,1239.92,34,Acceptable,14730.25
ITEM-007338,ORD-04891,PROD-0181,Cloud Storage Pro,Software,9,Valid entry,NULL,11,Acceptable,13550.36
ITEM-007339,ORD-04891,PROD-0069,Growth Hacking,Book,11,Valid entry,910.45,23,Acceptable,7711.51
ITEM-007340,ORD-01085,PROD-0072,Protein Bars 12pk,Food and Beverage,19,Valid entry,1658.51,23,Acceptable,24264.00
ITEM-007341,ORD-01085,PROD-0115,Smart Thermostat Pro,Home and Garden,6,Valid entry,618.21,20,Acceptable,2967.41
ITEM-007342,ORD-03065,PROD-0064,Leadership Principles,Books,18,Valid entry,806.00,31,Acceptable,10010.52
ITEM-007343,ORD-01700,PROD-0091,Wall Art Pro,Home and Garden,8,Valid entry,1457.61,4,Acceptable,11194.44
ITEM-007344,ORD-01633,PROD-0155,CRM Platform Pro,Software,15,Valid entry,509.71,37,Acceptable,4816.76
ITEM-007345,ORD-01633,PROD-0168,Security Suite Pro,Software,7,Valid entry,1329.27,26,Acceptable,6885.62
ITEM-007346,ORD-01633,PROD-0092,Vitamin C Serum Pro,Beauty,11,Valid entry,630.20,32,Acceptable,4713.90
ITEM-007347,ORD-00295,PROD-0129,Baseball Cap Pro,Apparel,13,Valid entry,1239.92,30,Acceptable,11283.27
ITEM-007348,ORD-03963,PROD-0133,Financial Freedom Pro,Books,7,Valid entry,NULL,13,Acceptable,10978.69
ITEM-007349,ORD-03963,PROD-0070,AI Fundamentals,Books,18,Valid entry,198.30,8,Acceptable,3283.85
ITEM-007350,ORD-00195,PROD-0062,Python for Beginners,Books,7,Valid entry,997.77,18,Acceptable,5727.20
ITEM-007351,ORD-00195,PROD-0032,Air Purifier,Home and Garden,4,Valid entry,2282.93,23,Acceptable,7031.42
ITEM-007352,ORD-02687,PROD-0006,Mechanical Keyboard,Electronics,3,Valid entry,1517.09,27,Acceptable,3322.43
ITEM-007353,ORD-02687,PROD-0191,Garden Hose Pro,Home and Garden,3,Valid entry,338.86,37,Acceptable,640.45
ITEM-007354,ORD-02687,PROD-0109,Financial Freedom Pro,Books,16,Valid entry,NULL,9,Acceptable,23323.52
ITEM-007355,ORD-02687,PROD-0092,Vitamin C Serum Pro,Beauty,8,Valid entry,630.20,10,Acceptable,4537.44
ITEM-007356,ORD-00297,PROD-0075,Hot Sauce Bundle,Food and Beverage,4,Valid entry,1052.52,21,Acceptable,3325.96
ITEM-007357,ORD-00297,PROD-0063,Marketing Mastery,Books,17,Valid entry,2080.85,35,Acceptable,22993.39
ITEM-007358,ORD-00297,PROD-0178,Gym Bag Pro,Sports,2,Valid entry,229.12,23,Acceptable,352.84
ITEM-007359,ORD-00297,PROD-0024,Winter Coat,Apparel,7,Valid entry,1531.64,1,Acceptable,10614.27
ITEM-007360,ORD-01393,PROD-0197,Tennis Racket Pro,Sports,19,Valid entry,70.96,35,Acceptable,876.36
ITEM-007361,ORD-01393,PROD-0111,Product Management v2,Books,15,Valid entry,327.73,32,Acceptable,3342.85
ITEM-007362,ORD-03214,PROD-0063,Marketing Mastery,Books,5,Valid entry,2080.85,28,Acceptable,7491.06
ITEM-007363,ORD-03214,PROD-0065,Financial Freedom,Books,7,Valid entry,1469.98,38,Acceptable,6379.71
ITEM-007364,ORD-03214,PROD-0051,Moisturiser SPF50,Beauty,17,Valid entry,1404.40,37,Acceptable,15041.12
ITEM-007365,ORD-03214,PROD-0200,Data Analytics Guide Pro,Books,15,Valid entry,672.78,36,Acceptable,6458.69
ITEM-007366,ORD-01330,PROD-0198,Vitamin C Serum Pro,Beauty,19,Valid entry,826.67,3,Acceptable,NULL
ITEM-007367,ORD-01330,PROD-0060,Makeup Brush Set,Beauty,-1,Entry Error - Review,2450.90,8,Acceptable,6764.48
ITEM-007368,ORD-01330,PROD-0042,Resistance Bands,Sports,5,Valid entry,1478.09,23,Acceptable,5690.65
ITEM-007369,ORD-01330,PROD-0064,Leadership Principles,Books,10,Valid entry,806.00,39,Acceptable,4916.60
ITEM-007370,ORD-04750,PROD-0107,Dress Shoes Pro,Apparel,12,Valid entry,821.85,38,Acceptable,6114.56
ITEM-007371,ORD-01022,PROD-0020,Video Conferencing,Software,8,Valid entry,1857.53,23,Acceptable,11442.38
ITEM-007372,ORD-01022,PROD-0183,Mechanical Keyboard Pro,Electronics,17,Valid entry,1366.91,16,Acceptable,19519.47
ITEM-007373,ORD-01022,PROD-0085,Data Analytics Guide Pro,Books,20,Valid entry,861.20,12,Acceptable,15157.12
ITEM-007374,ORD-01022,PROD-0122,Video Conferencing Pro,Software,16,Valid entry,2447.65,7,Acceptable,36421.03
ITEM-007375,ORD-02393,PROD-0043,Protein Powder,Sport,2,Valid entry,345.71,2,Acceptable,677.59
ITEM-007376,ORD-02393,PROD-0120,Foam Roller Pro,Sports,19,Valid entry,3490.02,8,Acceptable,61005.55
ITEM-007377,ORD-02393,PROD-0002,Smart Watch,Electronics,8,Valid entry,NULL,22,Acceptable,6682.23
ITEM-007378,ORD-03169,PROD-0105,Sunglasses Pro,Apparel,7,Valid entry,814.10,30,Acceptable,3989.09
ITEM-007379,ORD-03169,PROD-0123,Laptop Stand Pro,Electroncs,17,Valid entry,55.29,7,Acceptable,874.13
ITEM-007380,ORD-03169,PROD-0112,Nuts & Seeds Mix Pro,Food and Beverage,13,Valid entry,1330.62,8,Acceptable,NULL
ITEM-007381,ORD-04785,PROD-0088,Leadership Principles Pro,Books,15,Valid entry,805.36,16,Acceptable,10147.54
ITEM-007382,ORD-01628,PROD-0068,Product Management,Books,16,Valid entry,406.78,8,Acceptable,5987.80
ITEM-007383,ORD-01628,PROD-0063,Marketing Mastery,Books,20,Valid entry,2080.85,32,Acceptable,28299.56
ITEM-007384,ORD-00613,PROD-0031,Coffee Maker,Home and Garden,2,Valid entry,1966.81,28,Acceptable,2832.21
ITEM-007385,ORD-00613,PROD-0008,Monitor 27in,Electronics,16,Valid entry,142.16,20,Acceptable,1819.65
