order_id,customer_id,order_date,order_status,sales_channel,shipping_cost_USD,discount_pct,discount_pct_flag,region,country
ORD-02839,CUST-0445,2021-11-14,Cancelled,Marketplace,29.96,32,Acceptable,Asia Pacific,India
ORD-02840,CUST-0107,2024-11-05,Pending,Marketplace,34.33,18,Acceptable,Middle East,Saudi Arabia
ORD-02841,CUST-0206,2023-04-26,Refunded,Website,43.08,21,Acceptable,Europe,Netherlands
ORD-02842,CUST-0416,2020-01-17,Completed,Mobile App,24.99,143,Review Recommended,Middle East,Saudi Arabia
ORD-02843,CUST-0184,2022-03-30,Completed,In-Store,42.83,12,Acceptable,Africa,South Africa
ORD-02844,CUST-0078,2020-07-14,Completed,Marketplace,1.02,30,Acceptable,Europe,United Kingdom
ORD-02845,CUST-0304,2024-02-11,Pending,Marketplace,15.81,26,Acceptable,North America,Mexico
ORD-02846,CUST-0201,2024-08-01,Completed,In-Store,20.06,4,Acceptable,Africa,Nigeria
ORD-02847,CUST-0235,2021-03-16,Completed,Phone,4.44,5,Acceptable,Middle East,UAE
ORD-02848,CUST-0005,2020-10-05,Refunded,Mobile App,22.97,13,Acceptable,Africa,South Africa
ORD-02849,CUST-0136,2024-11-16,Refunded,Phone,23.92,16,Acceptable,Europe,Sweden
ORD-02850,CUST-0365,2023-11-07,Pending,Website,42.56,10,Acceptable,Europe,United Kingdom
ORD-02851,CUST-0019,2023-02-19,Refunded,Unknown,38.79,14,Acceptable,Asia Pacific,India
ORD-02852,CUST-0147,2024-06-24,Refunded,Website,14.49,25,Acceptable,Latin America,Brazil
ORD-02853,CUST-0077,2023-04-30,Completed,Unknown,14.72,28,Acceptable,Asia Pacific,Australia
ORD-02854,CUST-0186,2024-01-23,Cancelled,Marketplace,42.90,25,Acceptable,Asia Pacific,Singapore
ORD-02855,CUST-0422,2021-03-18,Completed,Phone,30.42,7,Acceptable,North America,Canada
ORD-02856,CUST-0231,2022-10-22,Completed,Mobile App,42.41,2,Acceptable,Asia Pacific,India
ORD-02857,CUST-0103,2024-02-16,Completed,Partner Portal,22.53,19,Acceptable,North America,Canada
ORD-02858,CUST-0420,2022-07-30,Completed,Website,3.27,23,Acceptable,Europe,France
ORD-02859,CUST-0425,2022-11-23,Completed,Phone,32.79,5,Acceptable,North America,Canada
ORD-02860,CUST-0365,2023-08-17,Cancelled,In-Store,6.30,7,Acceptable,Europe,United Kingdom
ORD-02861,CUST-0187,2021-08-06,Completed,Marketplace,7.49,19,Acceptable,North America,Canada
ORD-02862,CUST-0124,2021-12-31,Cancelled,Website,36.90,25,Acceptable,Latin America,Argentina
ORD-02863,CUST-0240,2022-04-19,Completed,Mobile App,31.53,12,Acceptable,Europe,United Kingdom
ORD-02864,CUST-0319,2021-08-24,Refunded,Partner Portal,15.94,8,Acceptable,Middle East,UAE
ORD-02865,CUST-0100,2022-03-17,Completed,Phone,10.80,15,Acceptable,Europe,United Kingdom
ORD-02866,CUST-0275,2021-05-21,Completed,Marketplace,7.73,23,Acceptable,Africa,South Africa
ORD-02867,CUST-0325,2021-05-01,Cancelled,Website,33.90,3,Acceptable,Latin America,Chile
ORD-02868,CUST-0464,2022-04-08,Completed,Partner Portal,14.74,9,Acceptable,Europe,Netherlands
ORD-02869,CUST-0332,2022-07-29,Refunded,Mobile App,19.33,14,Acceptable,Africa,Nigeria
ORD-02870,CUST-0478,2024-12-22,Completed,Marketplace,22.80,7,Acceptable,North America,Mexico
ORD-02871,CUST-0248,2021-02-13,Refunded,Website,14.81,21,Acceptable,Europe,Netherlands
ORD-02872,CUST-0130,2022-09-02,Completed,Mobile App,11.83,30,Acceptable,Middle East,UAE
ORD-02873,CUST-0239,2020-12-14,Completed,Website,26.16,21,Acceptable,Africa,Kenya
ORD-02874,CUST-0229,2020-09-10,Pending,Phone,41.68,33,Acceptable,Middle East,Qatar
ORD-02875,CUST-0453,2024-11-20,Completed,In-Store,3.23,29,Acceptable,Latin America,Argentina
ORD-02876,CUST-0018,2022-08-19,Cancelled,Partner Portal,30.20,21,Acceptable,Africa,Ghana
ORD-02877,CUST-0294,2021-10-26,Cancelled,Website,22.19,32,Acceptable,Africa,Nigeria
ORD-02878,CUST-0090,2020-08-06,Completed,Marketplace,6.97,3,Acceptable,Asia Pacific,India
ORD-02879,CUST-0103,2022-01-28,Completed,Phone,39.04,32,Acceptable,North America,Canada
ORD-02880,CUST-0422,2023-11-12,Refunded,Phone,23.19,32,Acceptable,North America,Canada
ORD-02881,CUST-0143,2022-10-26,Pending,Website,16.15,9,Acceptable,Europe,Spain
ORD-02882,CUST-0121,2020-11-30,Cancelled,Mobile App,32.57,6,Acceptable,Europe,Germany
ORD-02883,CUST-0089,2020-11-08,Completed,Partner Portal,36.36,19,Acceptable,Europe,Sweden
ORD-02884,CUST-0010,2022-01-27,Completed,In-Store,36.97,21,Acceptable,Latin America,Chile
ORD-02885,CUST-0308,2023-06-08,Cancelled,In-Store,0.45,4,Acceptable,Europe,Sweden
ORD-02886,CUST-0177,2021-07-19,Refunded,Partner Portal,22.87,7,Acceptable,Asia Pacific,India
ORD-02887,CUST-0317,2023-07-04,Pending,Website,7.40,32,Acceptable,Middle East,Qatar
ORD-02888,CUST-0262,2021-02-20,Completed,Marketplace,5.71,29,Acceptable,North America,Canada
ORD-02889,CUST-0467,2022-05-21,Pending,In-Store,37.71,27,Acceptable,Middle East,Qatar
ORD-02890,CUST-0150,2023-07-29,Refunded,In-Store,42.60,15,Acceptable,North America,Mexico
ORD-02891,CUST-0339,2023-02-20,Cancelled,Website,44.50,132,Review Recommended,Africa,South Africa
ORD-02892,CUST-0085,2021-01-16,Completed,Phone,22.86,34,Acceptable,Middle East,UAE
ORD-02893,CUST-0048,2021-05-05,Cancelled,In-Store,22.91,29,Acceptable,North America,Canada
ORD-02894,CUST-0256,2024-02-19,Completed,Marketplace,21.68,25,Acceptable,Europe,Netherlands
ORD-02895,CUST-0215,2023-06-06,Completed,In-Store,28.76,28,Acceptable,Europe,United Kingdom
ORD-02896,CUST-0107,2021-12-06,Completed,In-Store,34.19,24,Acceptable,Middle East,Saudi Arabia
ORD-02897,CUST-0264,2023-08-21,Completed,Marketplace,10.50,26,Acceptable,Europe,United Kingdom
ORD-02898,CUST-0011,2024-12-21,Completed,Mobile App,12.35,20,Acceptable,North America,Canada
ORD-02899,CUST-0161,2021-08-09,Cancelled,Phone,2.76,24,Acceptable,North America,Mexico
ORD-02900,CUST-0137,2023-01-18,Pending,Unknown,25.80,7,Acceptable,Latin America,Colombia
ORD-02901,CUST-0027,2023-04-01,Completed,Phone,44.42,17,Acceptable,Africa,South Africa
ORD-02902,CUST-0119,2023-11-20,Completed,Mobile App,3.30,11,Acceptable,North America,Canada
ORD-02903,CUST-0080,2020-07-16,Pending,Phone,34.96,10,Acceptable,Europe,United Kingdom
ORD-02904,CUST-0416,2024-11-24,Cancelled,Marketplace,7.94,32,Acceptable,Middle East,Saudi Arabia
ORD-02905,CUST-0418,2021-11-17,Pending,Phone,18.36,6,Acceptable,Asia Pacific,Singapore
ORD-02906,CUST-0378,2022-06-07,Cancelled,Marketplace,41.32,10,Acceptable,Middle East,Saudi Arabia
ORD-02907,CUST-0185,2024-10-17,Refunded,Website,28.86,4,Acceptable,Europe,Netherlands
ORD-02908,CUST-0144,2022-02-20,Refunded,Partner Portal,25.55,14,Acceptable,Asia Pacific,Japan
ORD-02909,CUST-0248,2022-02-02,Completed,Marketplace,0.36,7,Acceptable,Europe,Netherlands
ORD-02910,CUST-0087,2021-06-23,Completed,Phone,5.60,22,Acceptable,Asia Pacific,Australia
ORD-02911,CUST-0226,2024-05-12,Completed,Website,2.41,30,Acceptable,Africa,Nigeria
ORD-02912,CUST-0068,2022-10-24,Completed,Mobile App,15.35,21,Acceptable,Europe,Sweden
ORD-02913,CUST-0157,2021-05-02,Pending,Website,24.58,29,Acceptable,Latin America,Chile
ORD-02914,CUST-0057,2023-01-15,Refunded,Unknown,16.74,3,Acceptable,Africa,Ghana
ORD-02915,CUST-0441,2024-06-21,Pending,Marketplace,10.67,19,Acceptable,Latin America,Argentina
ORD-02916,CUST-0118,2024-10-31,Refunded,In-Store,3.91,13,Acceptable,Latin America,Brazil
ORD-02917,CUST-0241,2021-03-06,Completed,Unknown,25.89,30,Acceptable,Europe,Germany
ORD-02918,CUST-0088,2022-05-07,Completed,Partner Portal,34.90,30,Acceptable,North America,Canada
ORD-02919,CUST-0149,2024-11-27,Refunded,Mobile App,24.21,1,Acceptable,Europe,Germany
ORD-02920,CUST-0336,2021-09-10,Pending,Marketplace,31.77,13,Acceptable,Latin America,Chile
ORD-02921,CUST-0332,2020-04-04,Refunded,In-Store,35.77,6,Acceptable,Africa,Nigeria
ORD-02922,CUST-0019,2023-11-18,Completed,Partner Portal,24.80,10,Acceptable,Asia Pacific,India
ORD-02923,CUST-0001,2020-01-12,Completed,Mobile App,13.42,30,Acceptable,Latin America,Argentina
ORD-02924,CUST-0106,2021-08-07,Completed,Phone,6.39,31,Acceptable,Latin America,Chile
ORD-02925,CUST-0324,2023-05-20,Completed,In-Store,41.91,1,Acceptable,Europe,United Kingdom
ORD-02926,CUST-0431,2022-03-29,Completed,In-Store,43.38,32,Acceptable,Asia Pacific,Singapore
ORD-02927,CUST-0366,2020-01-13,Cancelled,In-Store,11.92,20,Acceptable,Europe,Spain
ORD-02928,CUST-0212,2020-02-26,Pending,Partner Portal,4.23,14,Acceptable,Middle East,Saudi Arabia
ORD-02929,CUST-0229,2024-01-15,Pending,Website,1.53,15,Acceptable,Middle East,Qatar
ORD-02930,CUST-0222,2024-03-07,Refunded,Website,30.60,15,Acceptable,Asia Pacific,India
ORD-02931,CUST-0308,2023-11-21,Pending,Partner Portal,44.78,4,Acceptable,Europe,Sweden
ORD-02932,CUST-0230,2021-02-18,Completed,Website,21.22,14,Acceptable,Latin America,Colombia
ORD-02933,CUST-0201,2024-01-13,Refunded,Phone,0.51,19,Acceptable,Africa,Nigeria
ORD-02934,CUST-0176,2021-05-16,Completed,Partner Portal,11.32,9,Acceptable,Europe,Spain
ORD-02935,CUST-0130,2021-08-24,Pending,In-Store,37.19,19,Acceptable,Middle East,UAE
ORD-02936,CUST-0425,2021-10-13,Completed,In-Store,15.40,5,Acceptable,North America,Canada
ORD-02937,CUST-0409,2024-11-10,Pending,Partner Portal,11.01,5,Acceptable,North America,United States
ORD-02938,CUST-0017,2024-07-31,Cancelled,Website,37.46,15,Acceptable,Middle East,Saudi Arabia
ORD-02939,CUST-0027,2020-10-14,Cancelled,Marketplace,6.92,35,Acceptable,Africa,South Africa
ORD-02940,CUST-0084,2024-09-05,Cancelled,Partner Portal,5.98,25,Acceptable,North America,United States
ORD-02941,CUST-0108,2021-04-27,Completed,In-Store,31.94,23,Acceptable,North America,United States
ORD-02942,CUST-0092,2021-07-24,Completed,Partner Portal,38.06,0,Acceptable,Latin America,Brazil
ORD-02943,CUST-0412,2020-03-23,Completed,Unknown,30.46,21,Acceptable,Africa,South Africa
ORD-02944,CUST-0155,2022-01-01,Completed,Unknown,44.43,14,Acceptable,North America,Mexico
ORD-02945,CUST-0278,2020-03-20,Completed,Partner Portal,5.06,10,Acceptable,North America,United States
ORD-02946,CUST-0019,2020-03-24,Pending,Marketplace,39.03,18,Acceptable,Asia Pacific,India
ORD-02947,CUST-0294,2023-09-14,Completed,In-Store,24.95,6,Acceptable,Africa,Nigeria
ORD-02948,CUST-0114,2024-10-09,Refunded,In-Store,12.56,5,Acceptable,Europe,United Kingdom
ORD-02949,CUST-0421,2024-07-14,Pending,Phone,28.09,34,Acceptable,North America,Canada
ORD-02950,CUST-0339,2021-08-22,Completed,Mobile App,38.75,0,Acceptable,Africa,South Africa
ORD-02951,CUST-0033,2020-11-29,Completed,Partner Portal,8.98,17,Acceptable,Middle East,Qatar
ORD-02952,CUST-0009,2020-12-19,Cancelled,Marketplace,31.78,1,Acceptable,Europe,United Kingdom
ORD-02953,CUST-0072,2020-04-20,Completed,Website,19.33,33,Acceptable,Latin America,Colombia
ORD-02954,CUST-0361,2024-02-01,Pending,In-Store,29.82,24,Acceptable,Latin America,Brazil
ORD-02955,CUST-0092,2021-07-24,Completed,Marketplace,27.22,28,Acceptable,Latin America,Brazil
ORD-02956,CUST-0383,2024-04-16,Refunded,Marketplace,39.45,19,Acceptable,Africa,Ghana
ORD-02957,CUST-0456,2024-11-13,Completed,Marketplace,12.21,27,Acceptable,Europe,Sweden
ORD-02958,CUST-0420,2021-04-22,Refunded,Phone,16.70,26,Acceptable,Europe,France
ORD-02959,CUST-0283,2023-04-29,Pending,Unknown,13.41,8,Acceptable,Middle East,Saudi Arabia
ORD-02960,CUST-0469,2022-02-11,Refunded,In-Store,42.12,145,Review Recommended,Africa,Nigeria
ORD-02961,CUST-0095,2022-10-25,Pending,In-Store,38.15,17,Acceptable,Africa,Ghana
ORD-02962,CUST-0473,2024-07-17,Completed,Website,26.52,21,Acceptable,Europe,France
ORD-02963,CUST-0032,2022-09-14,Refunded,Website,7.81,23,Acceptable,Europe,Netherlands
ORD-02964,CUST-0297,2020-10-29,Refunded,Website,3.14,1,Acceptable,Middle East,Qatar
ORD-02965,CUST-0021,2024-02-01,Completed,Marketplace,26.66,9,Acceptable,Asia Pacific,Australia
ORD-02966,CUST-0023,2022-04-24,Completed,Partner Portal,1.34,30,Acceptable,Middle East,Saudi Arabia
ORD-02967,CUST-0290,2023-06-09,Completed,Phone,12.62,11,Acceptable,Europe,Netherlands
ORD-02968,CUST-0426,2021-05-15,Cancelled,In-Store,39.23,7,Acceptable,Africa,Ghana
ORD-02969,CUST-0465,2020-09-12,Refunded,Unknown,21.47,21,Acceptable,Asia Pacific,India
ORD-02970,CUST-0142,2022-11-20,Pending,Partner Portal,22.52,26,Acceptable,Asia Pacific,Singapore
ORD-02971,CUST-0177,2023-05-14,Completed,Phone,22.13,12,Acceptable,Asia Pacific,India
ORD-02972,CUST-0197,2022-10-29,Completed,In-Store,25.84,25,Acceptable,Latin America,Colombia
ORD-02973,CUST-0469,2024-12-12,Refunded,In-Store,35.84,28,Acceptable,Africa,Nigeria
ORD-02974,CUST-0430,2022-06-15,Completed,Marketplace,11.13,26,Acceptable,Middle East,Saudi Arabia
ORD-02975,CUST-0366,2022-06-29,Pending,Partner Portal,24.72,30,Acceptable,Europe,Spain
ORD-02976,CUST-0210,2021-07-14,Pending,Marketplace,39.85,24,Acceptable,Europe,Germany
ORD-02977,CUST-0374,2023-11-13,Refunded,Partner Portal,13.55,12,Acceptable,Europe,France
ORD-02978,CUST-0411,2021-12-30,Completed,Mobile App,13.69,127,Review Recommended,Asia Pacific,Singapore
ORD-02979,CUST-0422,2021-07-08,Completed,Website,38.93,6,Acceptable,NA Region,Canada
ORD-02980,CUST-0063,2022-04-05,Refunded,Unknown,25.66,13,Acceptable,Middle East,Saudi Arabia
ORD-02981,CUST-0061,2023-01-21,Completed,Website,33.48,130,Review Recommended,Africa,Ghana
ORD-02982,CUST-0165,2020-01-14,Completed,Mobile App,26.99,21,Acceptable,Europe,Germany
ORD-02983,CUST-0442,2021-07-27,Completed,Mobile App,13.91,27,Acceptable,North America,United States
ORD-02984,CUST-0310,2020-09-01,Cancelled,In-Store,3.78,25,Acceptable,Latin America,Chile
ORD-02985,CUST-0078,2022-04-21,Pending,In-Store,30.72,31,Acceptable,Europe,United Kingdom
ORD-02986,CUST-0154,2023-05-27,Refunded,In-Store,4.92,30,Acceptable,Africa,Nigeria
ORD-02987,CUST-0042,2024-12-03,Completed,Marketplace,22.92,4,Acceptable,Africa,Kenya
ORD-02988,CUST-0348,2022-05-22,Completed,Marketplace,12.71,2,Acceptable,Middle East,UAE
ORD-02989,CUST-0260,2022-02-08,Cancelled,Website,2.96,34,Acceptable,Latin America,Argentina
ORD-02990,CUST-0469,2023-01-17,Cancelled,In-Store,20.87,19,Acceptable,Africa,Nigeria
ORD-02991,CUST-0124,2024-01-24,Cancelled,Partner Portal,37.80,17,Acceptable,Latin America,Argentina
ORD-02992,CUST-0052,2022-10-27,Completed,Phone,17.21,25,Acceptable,North America,Canada
ORD-02993,CUST-0380,2020-10-21,Cancelled,Phone,35.73,24,Acceptable,Asia Pacific,Singapore
ORD-02994,CUST-0039,2021-02-09,Completed,Website,13.93,1,Acceptable,North America,Mexico
ORD-02995,CUST-0323,2020-05-31,Cancelled,Unknown,17.64,23,Acceptable,Europe,Spain
ORD-02996,CUST-0125,2020-10-14,Completed,Unknown,18.08,33,Acceptable,Africa,Ghana
ORD-02997,CUST-0411,2020-07-25,Completed,Partner Portal,11.12,3,Acceptable,Asia Pacific,Singapore
ORD-02998,CUST-0059,2023-02-04,Cancelled,Website,38.00,0,Acceptable,North America,Mexico
ORD-02999,CUST-0277,2022-03-26,Cancelled,Phone,27.31,20,Acceptable,Middle East,Saudi Arabia
ORD-03000,CUST-0127,2023-04-29,Completed,Mobile App,38.11,24,Acceptable,North America,United States
ORD-03001,CUST-0051,2023-11-23,Completed,Phone,23.33,35,Acceptable,Middle East,Qatar
ORD-03002,CUST-0416,2023-12-20,Completed,Website,12.19,27,Acceptable,Middle East,Saudi Arabia
ORD-03003,CUST-0040,2022-08-03,Completed,Mobile App,15.84,32,Acceptable,Asia Pacific,Singapore
ORD-03004,CUST-0397,2021-01-27,Completed,In-Store,12.29,14,Acceptable,Latin America,Argentina
ORD-03005,CUST-0190,2022-09-06,Completed,Marketplace,12.22,21,Acceptable,Africa,South Africa
ORD-03006,CUST-0370,2020-01-26,Refunded,In-Store,9.69,17,Acceptable,North America,United States
ORD-03007,CUST-0032,2021-09-25,Completed,Partner Portal,21.00,25,Acceptable,Europe,Netherlands
ORD-03008,CUST-0002,2023-11-26,Completed,Website,16.62,23,Acceptable,Middle East,Qatar
ORD-03009,CUST-0042,2021-04-15,Refunded,Marketplace,33.43,32,Acceptable,Africa,Kenya
ORD-03010,CUST-0306,2021-03-17,Completed,Mobile App,27.26,3,Acceptable,Europe,Spain
ORD-03011,CUST-0393,2022-11-18,Pending,Partner Portal,40.43,6,Acceptable,Middle East,UAE
ORD-03012,CUST-0422,2024-09-15,Refunded,Mobile App,34.41,23,Acceptable,North America,Canada
ORD-03013,CUST-0351,2023-03-24,Refunded,Partner Portal,16.77,7,Acceptable,Europe,Spain
ORD-03014,CUST-0019,2020-12-26,Completed,Marketplace,41.26,9,Acceptable,Asia Pacific,India
ORD-03015,CUST-0354,2023-11-02,Completed,Partner Portal,31.13,13,Acceptable,Europe,France
ORD-03016,CUST-0412,2024-06-21,Completed,Mobile App,0.41,12,Acceptable,Africa,South Africa
ORD-03017,CUST-0323,2023-01-22,Pending,Website,11.24,9,Acceptable,Europe,Spain
ORD-03018,CUST-0337,2023-11-09,Completed,Phone,37.05,14,Acceptable,Middle East,UAE
ORD-03019,CUST-0116,2022-07-18,Refunded,Mobile App,5.52,19,Acceptable,Latin America,Chile
ORD-03020,CUST-0041,2022-06-08,Completed,Mobile App,8.61,14,Acceptable,Europe,Netherlands
ORD-03021,CUST-0170,2020-08-05,Completed,Website,30.75,20,Acceptable,North America,Mexico
ORD-03022,CUST-0002,2024-11-10,Completed,In-Store,43.58,9,Acceptable,Middle East,Qatar
ORD-03023,CUST-0320,2023-12-05,Cancelled,Unknown,41.15,18,Acceptable,Middle East,UAE
ORD-03024,CUST-0108,2023-12-07,Refunded,Phone,8.71,29,Acceptable,North America,United States
ORD-03025,CUST-0287,2022-01-22,Cancelled,Mobile App,36.82,10,Acceptable,North America,Canada
ORD-03026,CUST-0133,2022-03-19,Completed,Website,8.94,32,Acceptable,Africa,Ghana
ORD-03027,CUST-0442,2024-04-06,Completed,In-Store,2.04,0,Acceptable,North America,United States
ORD-03028,CUST-0303,2022-12-18,Completed,Partner Portal,26.51,17,Acceptable,Middle East,Qatar
ORD-03029,CUST-0437,2023-07-20,Refunded,Partner Portal,6.97,10,Acceptable,North America,Canada
ORD-03030,CUST-0425,2022-02-19,Completed,Website,19.31,13,Acceptable,North America,Canada
ORD-03031,CUST-0022,2022-05-11,Refunded,Phone,11.94,8,Acceptable,NA Region,United States
ORD-03032,CUST-0199,2020-12-19,Completed,In-Store,30.62,111,Review Recommended,Europe,United Kingdom
ORD-03033,CUST-0108,2021-04-19,Completed,Website,20.19,17,Acceptable,North America,United States
ORD-03034,CUST-0369,2020-06-23,Completed,Marketplace,14.56,115,Review Recommended,Middle East,Qatar
ORD-03035,CUST-0084,2023-03-09,Cancelled,In-Store,16.39,7,Acceptable,North America,United States
ORD-03036,CUST-0216,2024-07-24,Completed,Partner Portal,4.52,5,Acceptable,Africa,Kenya
ORD-03037,CUST-0329,2023-02-22,Cancelled,Website,26.00,29,Acceptable,Latin America,Colombia
ORD-03038,CUST-0384,2020-11-10,Pending,In-Store,9.06,115,Review Recommended,Middle East,Qatar
ORD-03039,CUST-0090,2020-08-03,Completed,Mobile App,3.08,5,Acceptable,Asia Pacific,India
ORD-03040,CUST-0321,2024-12-28,Pending,Mobile App,35.46,24,Acceptable,Europe,United Kingdom
ORD-03041,CUST-0199,2024-02-09,Pending,Mobile App,5.76,25,Acceptable,Europe,United Kingdom
ORD-03042,CUST-0366,2024-11-30,Cancelled,In-Store,44.14,30,Acceptable,Europe,Spain
ORD-03043,CUST-0242,2022-04-18,Completed,Marketplace,32.38,5,Acceptable,Asia Pacific,India
ORD-03044,CUST-0230,2023-03-13,Cancelled,Marketplace,41.37,27,Acceptable,Latin America,Colombia
ORD-03045,CUST-0285,2020-11-09,Completed,Partner Portal,4.95,2,Acceptable,Middle East,UAE
ORD-03046,CUST-0470,2021-02-26,Refunded,Mobile App,3.98,5,Acceptable,Asia Pacific,Japan
ORD-03047,CUST-0038,2021-11-10,Completed,Website,29.60,27,Acceptable,Africa,South Africa
ORD-03048,CUST-0058,2022-07-24,Completed,Website,37.03,20,Acceptable,Asia Pacific,South Korea
ORD-03049,CUST-0441,2020-07-06,Refunded,Phone,18.89,24,Acceptable,Latin America,Argentina
ORD-03050,CUST-0252,2020-01-28,Cancelled,In-Store,8.61,4,Acceptable,North America,Mexico
ORD-03051,CUST-0229,2024-11-22,Refunded,Unknown,2.10,29,Acceptable,Middle East,Qatar
ORD-03052,CUST-0181,2020-09-25,Completed,Phone,38.67,24,Acceptable,North America,Mexico
ORD-03053,CUST-0459,2024-05-03,Pending,Website,5.53,32,Acceptable,Europe,Spain
ORD-03054,CUST-0070,2023-02-08,Completed,Website,12.90,13,Acceptable,Middle East,Qatar
ORD-03055,CUST-0409,2020-03-21,Completed,Partner Portal,5.10,22,Acceptable,North America,United States
ORD-03056,CUST-0391,2024-02-10,Completed,Mobile App,18.43,30,Acceptable,Asia Pacific,South Korea
ORD-03057,CUST-0329,2023-04-17,Completed,Partner Portal,19.97,26,Acceptable,Latin America,Colombia
ORD-03058,CUST-0132,2024-05-22,Completed,Marketplace,28.01,14,Acceptable,Africa,South Africa
ORD-03059,CUST-0468,2020-06-30,Pending,In-Store,10.56,5,Acceptable,North America,Canada
ORD-03060,CUST-0199,2020-08-03,Cancelled,Marketplace,30.80,31,Acceptable,Europe,United Kingdom
ORD-03061,CUST-0334,2023-12-13,Pending,Mobile App,10.54,23,Acceptable,Asia Pacific,South Korea
ORD-03062,CUST-0121,2021-12-05,Refunded,Marketplace,43.09,32,Acceptable,Europe,Germany
ORD-03063,CUST-0050,2024-11-27,Pending,Partner Portal,21.69,1,Acceptable,Latin America,Chile
ORD-03064,CUST-0314,2022-01-07,Refunded,Marketplace,10.81,25,Acceptable,North America,United States
ORD-03065,CUST-0223,2021-12-23,Pending,Marketplace,2.81,15,Acceptable,Asia Pacific,South Korea
ORD-03066,CUST-0218,2021-01-29,Cancelled,Mobile App,39.21,12,Acceptable,Africa,South Africa
ORD-03067,CUST-0320,2021-01-17,Completed,Phone,32.04,15,Acceptable,Middle East,UAE
ORD-03068,CUST-0226,2022-10-25,Cancelled,Unknown,37.92,11,Acceptable,Africa,Nigeria
ORD-03069,CUST-0397,2024-08-14,Refunded,Marketplace,5.35,23,Acceptable,Latin America,Argentina
ORD-03070,CUST-0288,2021-08-23,Completed,In-Store,9.76,26,Acceptable,Africa,Kenya
ORD-03071,CUST-0016,2022-06-30,Completed,Mobile App,33.76,7,Acceptable,North America,Mexico
ORD-03072,CUST-0125,2021-05-20,Completed,Website,20.22,16,Acceptable,Africa,Ghana
ORD-03073,CUST-0132,2021-01-18,Pending,Marketplace,41.93,21,Acceptable,Africa,South Africa
ORD-03074,CUST-0012,2021-01-14,Pending,Partner Portal,7.85,5,Acceptable,Europe,Netherlands
ORD-03075,CUST-0221,2024-03-08,Refunded,Marketplace,8.61,6,Acceptable,Asia Pacific,Japan
ORD-03076,CUST-0076,2022-03-15,Completed,Marketplace,39.48,21,Acceptable,Africa,Ghana
ORD-03077,CUST-0006,2023-04-29,Pending,Partner Portal,23.83,28,Acceptable,Asia Pacific,South Korea
ORD-03078,CUST-0128,2020-09-22,Cancelled,Marketplace,10.47,10,Acceptable,North America,United States
ORD-03079,CUST-0435,2024-04-14,Completed,Unknown,22.88,18,Acceptable,Asia Pacific,India
ORD-03080,CUST-0468,2021-01-31,Pending,In-Store,12.19,7,Acceptable,North America,Canada
ORD-03081,CUST-0170,2024-11-09,Pending,Marketplace,22.89,17,Acceptable,North America,Mexico
ORD-03082,CUST-0054,2024-12-27,Cancelled,In-Store,7.10,15,Acceptable,Africa,Ghana
ORD-03083,CUST-0123,2024-04-05,Refunded,Phone,41.04,120,Review Recommended,Asia Pacific,Singapore
ORD-03084,CUST-0181,2024-10-19,Completed,In-Store,25.64,7,Acceptable,North America,Mexico
ORD-03085,CUST-0212,2020-06-14,Refunded,Phone,20.10,4,Acceptable,Middle East,Saudi Arabia
ORD-03086,CUST-0062,2023-05-02,Refunded,In-Store,6.75,30,Acceptable,North America,Mexico
ORD-03087,CUST-0346,2022-04-24,Completed,Marketplace,9.32,21,Acceptable,North America,Canada
ORD-03088,CUST-0306,2023-07-26,Cancelled,Marketplace,31.00,0,Acceptable,Europe,Spain
ORD-03089,CUST-0239,2021-08-23,Pending,In-Store,9.14,15,Acceptable,Africa,Kenya
ORD-03090,CUST-0294,2020-01-12,Completed,Partner Portal,27.31,31,Acceptable,Africa,Nigeria
ORD-03091,CUST-0418,2020-06-14,Completed,Website,32.71,136,Review Recommended,Asia Pacific,Singapore
ORD-03092,CUST-0292,2024-11-04,Completed,Partner Portal,0.29,33,Acceptable,Europe,France
ORD-03093,CUST-0397,2020-04-08,Refunded,Partner Portal,4.70,0,Acceptable,Latin America,Argentina
ORD-03094,CUST-0383,2024-12-07,Cancelled,Mobile App,4.10,14,Acceptable,Africa,Ghana
ORD-03095,CUST-0091,2024-11-20,Pending,Website,36.67,25,Acceptable,Africa,Ghana
ORD-03096,CUST-0174,2020-12-02,Completed,In-Store,23.76,16,Acceptable,Europe,Spain
ORD-03097,CUST-0074,2021-12-21,Cancelled,Mobile App,29.42,2,Acceptable,Africa,Nigeria
ORD-03098,CUST-0291,2023-04-19,Completed,Mobile App,44.99,7,Acceptable,Middle East,UAE
ORD-03099,CUST-0107,2020-08-03,Completed,Marketplace,10.55,24,Acceptable,Middle East,Saudi Arabia
ORD-03100,CUST-0303,2022-05-23,Completed,Phone,44.27,22,Acceptable,Middle East,Qatar
ORD-03101,CUST-0243,2020-10-11,Completed,Partner Portal,1.13,16,Acceptable,Europe,Netherlands
ORD-03102,CUST-0088,2021-06-30,Completed,Mobile App,28.27,7,Acceptable,North America,Canada
ORD-03103,CUST-0315,2021-11-19,Refunded,Partner Portal,27.88,10,Acceptable,Africa,Nigeria
ORD-03104,CUST-0132,2023-02-21,Completed,Phone,27.87,4,Acceptable,Africa,South Africa
ORD-03105,CUST-0146,2022-10-01,Pending,Phone,31.04,13,Acceptable,Africa,Kenya
