return_id,order_id,order_id_flag,return_date,return_reason,refund_amount_USD,return_status
RET-0153,ORD-04616,Valid FK,2023-05-17,Wrong item received,714.87,Processed
RET-0363,ORD-04644,Valid FK,2020-06-14,Defective product,352.58,Processed
RET-0666,ORD-04645,Valid FK,2024-06-20,Product not as described,781.17,Rejected
RET-0598,ORD-04655,Valid FK,2023-06-10,Damaged in shipping,273.84,Rejected
RET-0070,ORD-04657,Valid FK,2021-07-23,Damaged in shipping,132.00,Rejected
RET-0002,ORD-04660,Valid FK,2024-05-02,Product not as described,78.55,Pending
RET-0009,ORD-04664,Valid FK,2023-08-03,Duplicate order,498.91,Processed
RET-0592,ORD-04665,Valid FK,2024-06-28,Wrong item received,604.71,Pending
RET-0686,ORD-04665,Valid FK,2023-07-14,Defective product,166.28,Processed
RET-0530,ORD-04686,Valid FK,2023-08-10,Damaged in shipping,107.58,Pending
RET-0651,ORD-04704,Valid FK,2024-07-29,Better price elsewhere,612.93,Rejected
RET-0068,ORD-04716,Valid FK,2021-12-06,Wrong item received,649.17,Pending
RET-0176,ORD-04735,Valid FK,2022-07-10,Quality issues,342.56,Rejected
RET-0788,ORD-04735,Valid FK,2022-12-28,Changed mind,144.36,Processed
RET-0774,ORD-04736,Valid FK,2020-01-09,Damaged in shipping,399.90,Rejected
RET-0043,ORD-04753,Valid FK,2021-02-28,Defective product,32.61,Pending
RET-0509,ORD-04754,Valid FK,2023-07-28,Wrong item received,91.45,Processed
RET-0317,ORD-04754,Valid FK,2022-11-08,Wrong item received,344.95,Rejected
RET-0726,ORD-04763,Valid FK,2020-09-16,Product not as described,29.06,Processed
RET-0388,ORD-04770,Valid FK,2023-03-13,Product not as described,139.01,Pending
RET-0139,ORD-04784,Valid FK,2023-07-04,Damaged in shipping,738.73,Processed
RET-0330,ORD-04790,Valid FK,2022-09-11,Duplicate order,421.15,Rejected
RET-0506,ORD-04791,Valid FK,2021-07-09,Product not as described,416.75,Rejected
RET-0572,ORD-04806,Valid FK,2023-06-16,Quality issues,450.64,Pending
RET-0238,ORD-04818,Valid FK,2021-08-14,Better price elsewhere,743.54,Rejected
RET-0682,ORD-04822,Valid FK,2021-12-22,Changed mind,763.66,Processed
RET-0192,ORD-04827,Valid FK,2023-06-28,Unknown,773.02,Rejected
RET-0622,ORD-04830,Valid FK,2022-07-04,Changed mind,482.45,Processed
RET-0740,ORD-04836,Valid FK,2021-07-18,Unknown,253.87,Processed
RET-0491,ORD-04838,Valid FK,2022-06-12,Damaged in shipping,448.47,Processed
RET-0799,ORD-04842,Valid FK,2023-11-28,Duplicate order,52.17,Pending
RET-0038,ORD-04843,Valid FK,2023-10-21,Wrong item received,613.48,Pending
RET-0531,ORD-04852,Valid FK,2022-10-18,Product not as described,448.23,Processed
RET-0360,ORD-04852,Valid FK,2020-11-05,Wrong item received,76.81,Processed
RET-0436,ORD-04855,Valid FK,2021-01-18,Changed mind,645.29,Processed
RET-0242,ORD-04862,Valid FK,2022-04-24,Defective product,443.64,Pending
RET-0462,ORD-04868,Valid FK,2023-01-03,Better price elsewhere,454.59,Processed
RET-0162,ORD-04871,Valid FK,2024-05-03,Quality issues,432.65,Pending
RET-0762,ORD-04888,Valid FK,2020-04-17,Defective product,110.63,Pending
RET-0521,ORD-04890,Valid FK,2022-06-03,Quality issues,492.60,Rejected
RET-0453,ORD-04896,Valid FK,2022-03-06,Duplicate order,653.15,Rejected
RET-0628,ORD-04900,Valid FK,2024-12-10,Product not as described,389.06,Rejected
RET-0392,ORD-04902,Valid FK,2022-06-03,Damaged in shipping,762.46,Processed
RET-0165,ORD-04903,Valid FK,2020-09-01,Quality issues,286.98,Rejected
RET-0764,ORD-04903,Valid FK,2022-02-16,Changed mind,699.22,Processed
RET-0321,ORD-04904,Valid FK,2022-03-04,Changed mind,603.64,Rejected
RET-0368,ORD-04907,Valid FK,2021-06-27,Better price elsewhere,654.55,Rejected
RET-0033,ORD-04919,Valid FK,2021-10-09,Duplicate order,54.64,Pending
RET-0512,ORD-04921,Valid FK,2024-01-16,Quality issues,166.90,Rejected
RET-0281,ORD-04926,Valid FK,2021-08-13,Better price elsewhere,762.79,Rejected
RET-0357,ORD-04931,Valid FK,2021-01-17,Duplicate order,186.58,Rejected
RET-0018,ORD-04931,Valid FK,2021-12-08,Damaged in shipping,241.88,Processed
RET-0274,ORD-04936,Valid FK,2024-03-12,Defective product,580.17,Processed
RET-0619,ORD-04951,Valid FK,2020-07-24,Duplicate order,207.75,Pending
RET-0586,ORD-04988,Valid FK,2024-06-06,Better price elsewhere,433.47,Rejected
RET-0263,ORD-04989,Valid FK,2024-06-21,Wrong item received,20.29,Processed
RET-0653,ORD-04991,Valid FK,2020-09-24,Duplicate order,336.94,Pending
RET-0665,ORD-04996,Valid FK,2021-04-16,Defective product,558.91,Pending
RET-0303,ORD-04997,Valid FK,2024-05-03,Wrong item received,356.01,Rejected
RET-0419,ORD-05000,Valid FK,2023-11-17,Defective product,235.91,Processed
RET-0459,ORD-05009,Invalid - Broken FK,2022-04-12,Quality issues,434.45,Pending
RET-0719,ORD-05012,Invalid - Broken FK,2020-08-10,Changed mind,478.64,Pending
RET-0722,ORD-05013,Invalid - Broken FK,2023-07-06,Wrong item received,347.17,Pending
RET-0620,ORD-05013,Invalid - Broken FK,2021-05-10,Wrong item received,699.11,Processed
RET-0015,ORD-05013,Invalid - Broken FK,2022-10-10,Unknown,553.67,Rejected
RET-0204,ORD-05014,Invalid - Broken FK,2024-05-03,Wrong item received,528.21,Rejected
RET-0149,ORD-05016,Invalid - Broken FK,2024-09-10,Defective product,624.27,Pending
RET-0615,ORD-05028,Invalid - Broken FK,2024-11-21,Defective product,189.42,Processed
RET-0035,ORD-05030,Invalid - Broken FK,2020-12-03,Damaged in shipping,611.14,Rejected
RET-0240,ORD-05034,Invalid - Broken FK,2021-08-05,Quality issues,209.40,Pending
RET-0779,ORD-05041,Invalid - Broken FK,2022-12-22,Defective product,132.97,Processed
RET-0733,ORD-05046,Invalid - Broken FK,2022-02-15,Damaged in shipping,706.99,Pending
RET-0024,ORD-05052,Invalid - Broken FK,2020-09-04,Unknown,666.00,Rejected
RET-0354,ORD-05062,Invalid - Broken FK,2022-01-19,Better price elsewhere,733.24,Pending
RET-0429,ORD-05064,Invalid - Broken FK,2021-01-09,Changed mind,272.80,Processed
RET-0626,ORD-05064,Invalid - Broken FK,2023-02-27,Quality issues,44.39,Pending
RET-0397,ORD-05065,Invalid - Broken FK,2020-10-23,Damaged in shipping,562.93,Processed
RET-0800,ORD-05066,Invalid - Broken FK,2023-10-05,Product not as described,172.98,Pending
RET-0416,ORD-05069,Invalid - Broken FK,2024-10-13,Changed mind,670.05,Rejected
RET-0322,ORD-05070,Invalid - Broken FK,2023-11-27,Unknown,157.62,Pending
RET-0655,ORD-05070,Invalid - Broken FK,2020-08-28,Better price elsewhere,679.25,Processed
RET-0224,ORD-05071,Invalid - Broken FK,2020-12-17,Damaged in shipping,767.49,Processed
RET-0208,ORD-05080,Invalid - Broken FK,2023-04-18,Quality issues,256.41,Pending
RET-0547,ORD-05080,Invalid - Broken FK,2022-06-11,Quality issues,309.06,Rejected
RET-0450,ORD-05081,Invalid - Broken FK,2024-11-28,Better price elsewhere,37.69,Pending
RET-0463,ORD-05091,Invalid - Broken FK,2020-08-20,Defective product,37.65,Rejected
RET-0234,ORD-05094,Invalid - Broken FK,2021-02-12,Quality issues,790.11,Processed
RET-0016,ORD-05097,Invalid - Broken FK,2021-02-28,Wrong item received,479.25,Processed
RET-0499,ORD-05100,Invalid - Broken FK,2023-10-15,Duplicate order,544.16,Processed
RET-0525,ORD-05101,Invalid - Broken FK,2020-07-26,Better price elsewhere,689.79,Rejected
RET-0539,ORD-05111,Invalid - Broken FK,2023-08-05,Better price elsewhere,582.58,Processed
RET-0011,ORD-05114,Invalid - Broken FK,2021-03-08,Unknown,57.21,Processed
RET-0412,ORD-05117,Invalid - Broken FK,2024-07-07,Changed mind,412.81,Pending
RET-0485,ORD-05130,Invalid - Broken FK,2020-03-08,Damaged in shipping,612.18,Pending
RET-0085,ORD-05130,Invalid - Broken FK,2022-02-23,Defective product,83.00,Rejected
RET-0646,ORD-05130,Invalid - Broken FK,2020-10-26,Quality issues,292.22,Processed
RET-0062,ORD-05134,Invalid - Broken FK,2022-01-01,Changed mind,424.26,Rejected
RET-0232,ORD-05138,Invalid - Broken FK,2022-10-26,Damaged in shipping,68.41,Pending
RET-0650,ORD-05138,Invalid - Broken FK,2021-09-29,Wrong item received,738.93,Pending
RET-0151,ORD-05141,Invalid - Broken FK,2021-10-14,Better price elsewhere,32.09,Pending
RET-0251,ORD-05143,Invalid - Broken FK,2020-06-08,Duplicate order,369.06,Processed
RET-0025,ORD-05150,Invalid - Broken FK,2024-03-18,Better price elsewhere,183.02,Processed
RET-0118,ORD-05154,Invalid - Broken FK,2021-10-19,Wrong item received,437.96,Processed
RET-0784,ORD-05156,Invalid - Broken FK,2020-10-22,Defective product,96.86,Processed
RET-0135,ORD-05159,Invalid - Broken FK,2021-07-17,Wrong item received,633.29,Processed
RET-0738,ORD-05161,Invalid - Broken FK,2022-02-10,Damaged in shipping,543.53,Processed
RET-0588,ORD-05163,Invalid - Broken FK,2021-06-27,Duplicate order,706.66,Rejected
RET-0704,ORD-05164,Invalid - Broken FK,2022-02-01,Changed mind,260.43,Processed
RET-0293,ORD-05167,Invalid - Broken FK,2024-11-03,Product not as described,160.06,Pending
RET-0688,ORD-05171,Invalid - Broken FK,2021-06-12,Product not as described,460.86,Pending
RET-0613,ORD-05173,Invalid - Broken FK,2022-10-09,Changed mind,410.40,Processed
RET-0285,ORD-05175,Invalid - Broken FK,2023-04-16,Changed mind,630.79,Pending
RET-0264,ORD-05179,Invalid - Broken FK,2022-10-11,Damaged in shipping,296.11,Pending
RET-0594,ORD-05183,Invalid - Broken FK,2020-06-20,Quality issues,94.13,Pending
RET-0306,ORD-05184,Invalid - Broken FK,2021-06-09,Unknown,49.34,Pending
RET-0196,ORD-05189,Invalid - Broken FK,2021-01-05,Quality issues,170.58,Rejected
RET-0008,ORD-05189,Invalid - Broken FK,2020-07-04,Unknown,435.56,Pending
RET-0359,ORD-05191,Invalid - Broken FK,2022-04-14,Better price elsewhere,518.64,Processed
RET-0367,ORD-05193,Invalid - Broken FK,2020-08-25,Wrong item received,408.86,Rejected
RET-0268,ORD-05193,Invalid - Broken FK,2024-12-14,Duplicate order,646.29,Pending
RET-0094,ORD-05195,Invalid - Broken FK,2023-09-23,Wrong item received,754.84,Pending
RET-0502,ORD-05195,Invalid - Broken FK,2024-07-04,Duplicate order,198.91,Pending
RET-0021,ORD-05196,Invalid - Broken FK,2022-06-23,Product not as described,16.69,Pending
